Speed_Avg,Brake_Frequency,Brake_Intensity,Throttle_Variance,Energy_Consumption,Range_Est,Label_Driver
36.4,7.9,6.5,8.35,0.253,156.9,1
23.8,21.9,18.6,10.95,0.083,186.8,0
39.9,29.4,25.3,13.27,0.15,170.1,0
33.8,10.8,34.6,29.03,0.118,124.9,0
99.7,2.8,27.3,19.98,0.105,137.5,1
71.8,3.5,13.4,3.01,0.066,214.9,1
107.3,5.8,20.2,13.98,0.172,194.3,1
21.3,8.5,79.8,34.11,0.156,143.4,2
57.2,0.1,23.3,12.88,0.106,118.4,2
13.0,9.5,100.0,50.28,0.085,207.6,2
61.7,7.4,68.8,15.72,0.049,131.3,2
17.4,9.7,59.9,27.59,0.138,114.1,0
21.6,12.4,12.7,16.8,0.159,106.3,1
42.7,0.0,10.5,12.59,0.149,154.6,1
17.6,15.9,57.2,37.83,0.21,143.6,0
45.3,0.3,18.0,12.49,0.122,127.9,1
66.7,3.2,11.3,17.74,0.244,208.7,1
53.8,4.0,79.0,17.39,0.194,142.6,0
17.8,10.6,61.5,28.52,0.14,215.8,0
16.5,16.8,68.2,32.74,0.114,112.1,0
25.3,1.5,93.7,23.85,0.129,175.9,2
37.2,12.3,43.4,44.45,0.216,106.3,2
41.5,17.8,39.6,38.24,0.195,170.0,0
78.5,6.8,41.4,48.97,0.057,215.6,2
71.7,1.5,15.9,11.65,0.083,150.2,0
50.0,0.0,12.2,17.18,0.202,137.1,1
50.5,1.2,31.5,6.1,0.112,178.1,1
43.5,24.4,31.7,18.3,0.181,160.8,0
8.6,30.0,36.0,16.26,0.137,95.8,0
58.7,4.3,16.4,3.67,0.105,109.5,1
24.7,24.2,62.5,16.72,0.273,91.8,0
34.7,12.0,53.0,31.07,0.1,147.9,0
57.3,2.0,21.4,10.81,0.105,182.2,1
57.8,0.5,3.7,8.58,0.061,152.0,1
5.4,15.3,49.9,33.2,0.168,108.3,0
29.3,14.7,36.9,12.85,0.141,164.5,0
109.5,6.9,9.8,17.35,0.169,186.3,1
35.3,7.6,39.4,18.37,0.093,135.2,0
26.0,10.7,0.5,12.93,0.185,164.5,1
57.4,6.7,14.9,16.64,0.17,144.5,1
25.4,19.0,39.4,0.0,0.0,111.4,0
29.6,0.0,32.7,19.42,0.095,147.2,0
60.6,4.2,4.9,14.81,0.143,104.4,2
16.3,5.8,93.3,75.66,0.238,140.9,2
50.8,0.0,78.0,60.51,0.122,105.2,2
17.1,15.8,26.6,26.84,0.082,192.2,0
80.2,0.7,28.4,9.39,0.1,155.7,1
46.4,14.3,24.0,12.3,0.075,164.2,0
2.1,19.2,62.4,15.78,0.142,122.6,0
90.4,14.9,89.4,62.58,0.176,142.4,2
75.0,7.6,17.6,15.39,0.142,148.4,1
77.4,5.7,0.0,11.3,0.132,176.7,1
41.9,6.6,0.0,11.47,0.13,186.5,1
73.4,9.3,26.6,2.07,0.17,185.1,0
26.6,18.2,23.8,15.49,0.112,179.2,0
41.0,12.6,24.1,26.51,0.129,90.7,0
32.5,25.2,40.2,29.47,0.183,128.9,0
69.5,4.2,14.5,11.05,0.212,165.9,1
66.8,1.5,89.3,63.19,0.137,160.3,0
11.4,15.7,17.9,9.01,0.11,175.8,1
32.2,16.9,29.9,16.12,0.234,166.2,0
28.9,12.8,43.6,34.19,0.055,154.2,0
59.1,2.1,39.4,15.3,0.151,152.2,0
38.7,12.9,24.4,10.82,0.144,152.8,0
30.2,14.6,46.3,28.77,0.237,208.1,0
29.6,12.3,29.9,26.54,0.216,142.8,0
30.0,9.7,8.8,19.73,0.21,123.8,1
67.3,21.0,33.9,38.14,0.096,182.3,0
62.9,3.8,28.6,2.24,0.164,114.7,1
29.7,7.9,41.4,29.9,0.224,160.7,0
35.9,12.5,7.9,23.03,0.103,153.9,0
46.5,0.0,57.2,15.05,0.216,200.3,0
33.5,12.2,17.9,19.52,0.18,137.3,0
50.8,22.0,56.3,0.0,0.072,151.4,0
62.2,2.4,17.1,1.48,0.139,221.0,1
40.8,3.5,3.8,4.28,0.009,101.6,1
74.4,4.5,10.2,10.16,0.156,85.1,1
63.0,0.0,37.5,8.94,0.178,182.7,1
74.0,10.6,28.1,28.33,0.134,152.5,0
30.2,0.0,41.7,24.68,0.151,116.5,0
106.7,7.8,28.0,15.11,0.077,185.1,0
45.2,4.6,58.3,31.08,0.204,147.0,0
30.8,7.0,34.3,29.99,0.176,204.1,0
82.0,3.6,16.9,11.31,0.116,184.5,1
8.6,6.9,33.2,16.39,0.115,174.2,0
24.7,20.5,50.0,26.09,0.182,180.9,0
54.5,12.9,19.6,22.33,0.219,78.5,0
90.5,5.8,13.9,9.98,0.057,188.8,1
63.0,6.9,10.1,5.64,0.225,142.7,1
18.8,10.9,51.9,22.03,0.171,124.5,0
76.3,5.5,7.0,8.72,0.035,145.9,1
41.6,17.1,36.2,12.26,0.1,134.8,0
51.5,25.3,23.9,23.9,0.204,173.4,0
41.0,5.4,0.0,13.28,0.125,168.0,1
20.4,24.5,55.9,30.82,0.127,140.0,0
27.4,9.1,27.8,12.29,0.14,165.9,0
71.0,8.5,26.0,31.48,0.15,123.6,0
33.3,14.3,21.8,17.74,0.177,168.1,0
57.7,5.9,21.3,13.85,0.146,158.8,1
55.5,7.9,28.1,19.21,0.184,170.0,1
77.6,3.0,11.1,9.97,0.251,104.4,1
84.0,6.2,100.0,34.78,0.196,223.0,2
52.6,6.4,26.9,2.74,0.156,138.3,1
68.5,5.1,6.4,15.2,0.17,145.3,1
54.4,10.9,50.0,24.29,0.321,113.3,0
37.9,23.6,5.1,4.91,0.093,148.8,0
50.4,9.2,0.2,42.52,0.233,168.5,0
36.1,0.0,13.0,17.16,0.106,130.0,0
25.7,8.8,45.0,16.63,0.231,163.6,0
123.0,8.4,71.3,22.21,0.142,143.5,2
23.0,12.8,7.7,1.35,0.159,122.6,0
48.0,5.4,24.2,11.27,0.172,161.0,1
106.4,4.0,67.2,17.01,0.175,104.1,2
121.4,1.5,26.0,16.59,0.129,144.2,1
66.0,6.3,16.3,12.26,0.062,206.5,1
35.9,19.4,24.2,29.14,0.246,200.6,0
49.8,14.6,31.2,17.19,0.123,157.0,0
47.4,8.9,16.3,5.75,0.148,120.0,1
15.8,18.3,8.4,3.58,0.129,137.5,0
10.3,22.2,45.5,27.05,0.133,183.2,0
67.8,3.3,85.3,24.28,0.154,121.6,2
52.2,7.9,15.2,1.01,0.073,78.3,1
18.9,14.2,2.2,6.31,0.069,155.0,1
104.0,0.0,7.8,9.22,0.072,160.5,1
80.9,0.9,19.4,6.08,0.045,158.2,0
31.2,29.5,41.1,27.16,0.18,213.2,0
92.4,3.6,10.7,5.86,0.139,137.0,1
27.9,25.2,29.6,22.94,0.145,79.0,0
41.4,20.8,38.6,27.42,0.106,145.4,0
67.0,1.0,17.5,2.93,0.151,154.9,1
52.9,7.1,36.4,15.82,0.116,156.4,0
17.5,17.6,16.3,19.86,0.107,131.4,0
43.4,16.2,33.7,6.66,0.158,130.3,0
52.6,7.3,27.2,5.38,0.179,223.2,1
39.2,8.3,32.7,8.67,0.227,112.9,1
20.8,6.2,28.9,11.04,0.137,130.0,0
3.5,7.4,41.1,7.09,0.202,134.4,0
63.0,6.4,0.0,9.57,0.22,124.6,1
30.3,15.9,0.0,11.36,0.123,151.7,1
69.0,0.0,5.0,17.95,0.2,152.0,1
105.9,2.0,19.0,4.74,0.187,114.3,1
98.3,0.3,32.1,5.03,0.139,132.7,1
63.1,2.1,11.7,9.48,0.166,179.3,1
37.6,11.1,22.5,35.63,0.224,177.4,0
89.9,6.3,83.2,29.62,0.115,130.7,2
19.6,26.0,19.5,11.3,0.196,93.9,0
74.1,3.8,14.0,12.65,0.125,146.8,1
51.0,3.7,11.8,18.41,0.096,271.8,1
36.7,21.6,42.6,11.15,0.219,193.8,0
30.3,20.3,32.3,10.55,0.141,181.1,2
48.4,1.0,28.7,10.73,0.11,189.8,1
12.3,19.2,30.4,17.45,0.024,136.6,0
23.7,0.0,20.0,26.37,0.139,195.9,0
41.0,12.1,65.0,4.36,0.243,120.5,0
30.5,19.4,27.9,2.37,0.189,127.0,0
61.6,6.9,30.8,25.82,0.114,136.2,0
45.8,20.2,0.0,13.53,0.144,83.8,0
64.6,5.7,3.0,15.86,0.205,241.5,1
34.0,6.5,50.5,32.99,0.109,137.5,0
46.1,10.4,46.4,29.63,0.174,137.2,0
25.6,2.9,14.1,10.06,0.136,134.4,0
17.6,17.5,31.9,6.0,0.169,110.0,0
20.3,26.9,33.5,24.5,0.171,223.6,0
89.9,0.3,68.9,81.01,0.161,193.4,2
47.6,17.3,51.4,37.89,0.136,144.2,0
46.9,0.7,14.8,6.27,0.233,155.2,1
38.1,1.3,13.4,12.08,0.219,159.3,1
61.1,14.9,35.5,25.95,0.163,180.5,0
43.9,20.1,49.1,21.63,0.125,186.5,0
19.8,24.9,37.9,11.55,0.142,200.7,0
28.9,7.3,38.5,6.36,0.173,199.0,0
73.5,2.1,20.3,12.03,0.22,167.6,1
2.6,21.2,42.0,1.43,0.119,120.2,0
18.2,16.9,90.7,37.15,0.244,208.6,2
40.1,3.9,100.0,29.04,0.173,132.8,2
77.9,3.5,39.7,17.88,0.218,129.5,1
44.3,7.8,43.6,24.19,0.123,127.0,0
6.2,16.7,42.7,7.42,0.144,176.9,0
11.4,0.2,14.4,13.19,0.088,172.8,1
17.8,15.1,22.3,5.52,0.163,150.0,1
16.7,13.5,33.0,6.73,0.139,187.4,1
52.5,2.4,0.0,16.65,0.105,217.7,1
39.3,4.1,4.5,8.34,0.23,140.2,1
44.6,5.5,58.2,30.31,0.218,56.8,0
36.7,30.2,16.0,15.96,0.032,134.0,0
24.4,14.5,24.0,0.81,0.211,70.7,0
15.1,0.0,23.1,17.96,0.121,128.5,0
41.9,32.4,31.9,16.33,0.12,153.3,0
38.0,4.7,22.2,8.86,0.204,206.8,1
53.4,6.4,0.7,5.24,0.058,229.2,1
75.2,1.4,20.4,20.06,0.159,116.8,1
16.8,13.3,35.0,27.89,0.171,77.8,0
49.1,3.7,10.2,10.58,0.208,91.6,1
74.3,7.4,72.0,75.01,0.099,149.9,2
87.4,1.4,26.7,8.23,0.136,142.3,1
102.3,7.9,85.3,25.39,0.197,146.5,2
39.3,12.8,24.4,23.43,0.081,142.2,0
76.2,0.0,18.2,11.04,0.182,110.4,1
26.9,19.7,39.5,0.98,0.082,199.3,0
73.6,4.0,20.5,4.02,0.129,144.0,1
35.7,20.8,28.9,4.43,0.162,190.0,0
17.8,21.4,14.3,26.85,0.124,195.5,0
111.3,6.9,23.2,8.85,0.085,162.8,1
22.7,20.3,32.2,7.24,0.076,58.6,0
60.9,7.1,19.3,14.56,0.113,182.3,0
54.2,8.7,5.1,10.24,0.018,102.1,1
93.4,5.5,4.2,12.5,0.135,109.6,1
16.3,13.9,27.6,11.41,0.049,178.2,0
34.9,23.7,48.8,20.95,0.108,151.2,0
19.4,7.7,32.2,26.2,0.174,141.0,0
58.8,2.1,23.8,12.73,0.237,125.6,1
15.6,10.1,27.0,28.38,0.161,112.7,0
26.4,27.6,0.0,31.65,0.105,130.9,0
54.3,25.4,30.5,23.55,0.218,147.8,0
77.6,0.0,14.7,0.0,0.12,100.8,1
19.1,13.5,27.6,18.4,0.173,202.3,0
10.4,13.3,40.9,18.24,0.161,155.7,0
38.7,18.3,0.0,2.91,0.147,169.9,0
15.8,13.5,16.6,15.98,0.188,110.9,0
89.9,7.8,16.4,9.06,0.15,144.5,1
66.9,4.8,6.4,0.45,0.02,161.7,2
93.9,2.3,90.9,15.81,0.123,204.4,2
38.2,17.0,14.3,3.97,0.063,182.6,0
37.7,5.3,100.0,41.56,0.165,80.5,2
51.2,6.4,82.4,49.34,0.187,149.3,2
22.0,16.0,46.8,23.19,0.074,142.3,0
19.9,10.7,54.4,17.27,0.151,189.0,0
32.6,1.5,30.8,22.58,0.2,152.1,0
74.7,5.1,29.7,14.0,0.151,94.9,0
31.8,5.6,53.4,12.7,0.074,248.0,0
117.6,4.9,12.3,11.32,0.15,144.3,1
7.7,11.2,9.0,6.65,0.125,120.8,1
46.7,11.8,40.9,24.41,0.13,162.2,0
68.2,10.6,9.8,13.61,0.185,120.6,1
19.8,10.8,8.5,16.63,0.165,127.3,0
65.3,2.8,12.8,23.3,0.159,60.5,0
18.6,6.2,35.7,14.28,0.188,154.5,0
14.0,6.1,46.3,15.67,0.189,148.6,0
52.0,9.1,52.4,2.27,0.08,151.8,0
85.0,0.5,30.7,10.93,0.155,211.4,1
20.7,4.3,43.6,9.22,0.167,142.7,0
65.2,3.5,52.6,20.82,0.145,229.9,0
65.8,0.0,37.1,13.29,0.19,170.4,1
36.9,4.9,44.6,19.86,0.232,134.7,0
54.4,15.1,42.7,20.38,0.06,86.5,0
47.5,15.1,61.0,19.45,0.147,189.0,0
53.4,29.2,12.6,26.55,0.154,210.2,0
35.2,17.9,40.1,14.17,0.183,174.3,0
99.1,5.2,20.7,7.33,0.109,131.5,1
52.1,13.4,11.5,36.42,0.084,187.0,0
23.0,4.1,46.7,17.14,0.125,102.7,0
19.9,13.0,0.4,11.87,0.175,159.1,1
45.6,8.4,44.9,8.88,0.104,130.5,1
34.3,12.0,22.7,13.98,0.091,168.3,0
11.7,0.0,32.6,35.81,0.087,145.9,0
0.0,18.4,44.9,25.48,0.205,173.8,0
12.5,24.3,25.0,22.23,0.123,147.4,0
93.5,0.0,18.3,7.9,0.163,120.6,1
7.9,6.3,25.7,28.89,0.147,139.9,0
26.4,8.2,14.2,18.16,0.066,156.7,0
56.7,6.7,100.0,53.64,0.077,144.7,2
58.8,0.0,91.0,40.03,0.127,186.7,2
5.9,7.2,55.8,22.62,0.17,185.9,0
30.4,17.9,35.3,16.36,0.098,55.5,0
26.8,19.0,42.0,28.16,0.123,200.0,0
33.7,19.4,30.5,1.05,0.088,175.7,0
36.7,18.7,7.1,16.78,0.172,273.4,0
17.4,4.0,86.4,46.14,0.131,123.1,2
22.2,16.8,8.5,23.63,0.172,233.3,0
89.6,3.8,12.2,6.23,0.211,195.0,1
68.2,4.3,14.7,12.94,0.137,108.4,1
75.1,2.4,20.5,16.98,0.225,114.6,1
49.6,1.8,73.3,5.79,0.116,142.7,0
84.3,7.0,24.1,11.44,0.1,115.3,1
63.3,8.5,85.2,65.17,0.224,93.2,2
38.4,12.8,41.1,22.6,0.216,105.9,0
25.6,9.8,58.1,24.39,0.164,160.9,0
12.6,2.7,44.1,19.16,0.239,229.9,0
0.0,3.6,54.4,15.77,0.107,174.1,0
55.2,7.3,0.0,1.23,0.147,200.6,1
11.8,25.8,15.1,20.65,0.116,188.9,0
19.3,17.8,33.8,19.15,0.0,180.5,0
63.3,0.6,18.4,9.88,0.085,86.0,1
10.3,15.1,58.9,12.32,0.077,150.8,0
55.4,0.6,20.2,10.32,0.118,191.0,1
68.6,6.7,17.1,10.66,0.129,191.5,1
19.9,5.9,12.9,32.03,0.116,165.8,0
22.3,10.3,25.5,7.8,0.069,165.3,1
10.1,9.4,6.9,0.0,0.109,163.3,1
19.9,21.8,10.7,22.04,0.148,93.2,0
53.9,6.9,14.5,11.13,0.096,134.9,1
52.1,5.1,9.7,8.53,0.123,113.9,1
75.5,0.5,12.3,13.18,0.164,126.0,1
50.9,15.6,41.1,21.94,0.117,136.4,0
53.0,5.0,15.2,4.9,0.16,159.3,1
36.6,6.8,28.3,26.43,0.188,107.9,0
67.3,5.6,16.1,9.21,0.087,95.4,1
19.8,0.0,35.0,64.51,0.042,154.3,2
49.3,24.4,52.2,24.07,0.077,134.8,0
69.8,6.6,7.3,0.0,0.183,92.3,1
44.6,11.8,39.9,17.58,0.098,145.5,0
60.5,0.0,48.5,24.58,0.165,155.7,0
35.2,7.9,32.0,32.25,0.132,93.8,0
94.3,0.0,87.8,56.5,0.113,152.3,2
58.9,3.7,2.2,15.35,0.17,81.3,1
35.2,19.8,23.6,18.62,0.209,134.7,0
45.2,7.2,18.5,9.85,0.247,147.0,1
26.2,0.0,81.4,70.69,0.217,161.5,2
23.5,12.2,47.5,12.34,0.05,184.3,0
67.6,13.9,29.2,24.63,0.196,102.3,0
66.3,2.8,11.4,18.44,0.099,116.3,1
50.1,7.0,28.8,18.16,0.112,127.8,0
7.2,16.9,10.7,33.48,0.22,148.4,0
22.7,4.7,41.1,10.77,0.118,142.7,0
76.5,2.7,26.1,8.36,0.168,184.0,1
92.5,0.0,4.0,12.64,0.111,116.5,1
19.1,15.7,32.8,9.69,0.157,162.5,0
58.1,3.8,21.2,3.18,0.138,145.5,1
35.3,6.6,100.0,34.75,0.112,115.8,2
17.9,4.0,55.3,3.45,0.198,146.4,0
0.0,18.7,61.9,22.04,0.135,121.9,0
17.4,2.1,20.5,5.09,0.162,91.5,1
35.0,2.2,63.6,46.73,0.254,67.4,2
0.0,5.3,32.9,11.77,0.147,169.9,0
0.0,17.2,29.6,13.0,0.183,139.4,0
60.7,0.0,13.4,10.2,0.182,189.8,1
40.8,24.4,20.2,7.82,0.147,84.4,0
36.2,21.6,45.6,12.89,0.117,149.2,0
56.1,3.1,93.4,48.46,0.136,218.4,2
53.3,6.0,69.2,26.75,0.118,150.7,2
96.3,8.7,0.0,16.89,0.102,93.4,1
25.7,16.1,11.7,27.23,0.115,191.2,0
66.1,2.1,31.4,1.67,0.036,171.3,1
87.5,14.8,53.4,3.56,0.16,180.7,2
63.9,16.4,45.7,23.31,0.196,154.0,0
98.5,0.7,17.9,10.14,0.177,138.8,1
31.5,17.0,15.2,35.19,0.065,96.6,0
43.3,17.2,42.1,15.68,0.28,96.3,0
94.0,6.5,19.4,4.16,0.143,89.5,1
36.0,9.0,21.1,23.09,0.108,168.2,0
76.8,3.4,18.2,7.57,0.221,174.6,1
91.0,0.0,11.4,8.24,0.156,202.5,1
64.7,7.6,26.0,9.35,0.282,161.1,0
26.7,14.0,57.1,51.4,0.102,188.8,2
10.9,18.7,53.9,8.34,0.145,130.7,0
68.2,2.3,13.3,9.56,0.223,169.3,1
14.9,0.7,69.4,5.42,0.166,177.2,2
26.8,29.8,21.8,25.94,0.228,126.7,0
65.1,6.6,12.6,24.4,0.135,147.5,0
85.6,2.4,5.8,21.74,0.153,127.7,1
29.5,10.9,58.0,25.29,0.213,133.4,0
42.2,29.3,21.8,17.53,0.162,184.3,0
18.9,16.7,49.7,20.95,0.155,79.5,0
67.4,2.7,1.0,6.81,0.129,246.4,1
81.9,0.8,21.9,4.93,0.196,112.2,1
82.3,4.8,14.3,17.37,0.223,196.8,1
60.6,0.0,7.4,7.49,0.199,138.1,1
33.5,31.9,29.1,0.43,0.158,163.7,2
16.7,11.6,34.5,5.5,0.252,166.6,1
48.0,2.6,40.8,18.08,0.096,165.5,0
25.1,9.2,5.0,17.54,0.105,107.4,0
59.3,23.7,46.9,29.52,0.184,168.4,0
64.7,3.8,0.3,9.08,0.131,178.6,1
48.9,6.3,18.9,13.63,0.129,111.5,1
24.7,19.9,50.8,13.41,0.035,108.9,0
54.9,0.7,45.8,11.24,0.153,197.6,1
51.9,15.0,56.7,23.78,0.182,171.3,0
41.0,10.7,4.7,21.38,0.252,64.4,0
26.1,25.2,66.6,33.5,0.217,158.1,0
53.0,4.6,22.3,18.4,0.157,141.4,1
33.3,8.4,22.2,22.61,0.163,229.5,0
30.2,26.9,40.0,13.96,0.089,182.2,0
76.4,2.3,13.3,2.85,0.188,145.3,1
35.5,6.6,18.3,26.42,0.168,142.2,0
0.0,12.0,44.7,10.89,0.122,187.9,1
71.4,5.1,3.4,7.48,0.221,164.5,1
39.3,8.0,17.5,9.82,0.155,143.4,1
68.1,0.0,19.7,5.21,0.192,85.6,1
87.2,7.3,24.9,13.98,0.176,183.8,1
12.1,11.0,24.9,5.08,0.156,143.2,0
21.8,11.7,54.4,20.49,0.154,148.3,0
51.0,10.7,42.9,23.32,0.182,189.9,0
27.6,14.5,20.3,25.32,0.189,198.3,0
18.0,0.0,15.7,6.81,0.13,79.9,1
20.0,13.8,46.6,7.9,0.165,236.4,0
22.1,5.5,90.6,33.98,0.108,208.1,2
54.1,4.3,3.1,12.88,0.164,127.2,1
30.2,14.5,26.8,20.77,0.136,114.9,0
70.1,2.3,28.6,13.15,0.143,189.2,1
0.4,12.7,30.6,9.23,0.076,119.1,0
72.5,0.0,30.0,9.85,0.182,193.0,1
51.5,2.8,16.3,14.19,0.069,170.6,1
36.9,9.6,92.3,48.09,0.188,207.1,2
3.8,20.0,26.0,26.67,0.117,95.6,0
23.2,3.7,99.8,55.07,0.132,103.1,2
94.1,3.6,19.0,9.5,0.228,141.7,1
75.0,7.1,64.4,62.75,0.171,98.7,2
20.5,4.2,26.4,10.5,0.155,153.1,1
21.1,16.3,12.3,11.29,0.085,175.6,1
53.5,6.3,47.6,24.85,0.088,143.6,0
28.3,0.0,51.8,18.63,0.097,141.6,0
17.3,13.7,57.7,61.49,0.264,167.9,2
36.5,16.5,61.0,34.25,0.176,175.3,0
63.1,3.6,45.6,9.44,0.177,168.4,0
27.6,6.3,41.9,2.36,0.211,178.1,0
84.7,11.6,68.0,27.04,0.116,120.3,2
41.1,19.4,28.4,24.63,0.175,151.8,0
13.1,6.6,0.0,12.63,0.124,138.2,1
9.2,32.1,61.2,14.27,0.113,109.1,0
25.8,12.2,34.0,30.74,0.114,236.4,0
28.4,15.8,24.8,14.2,0.202,154.3,0
52.0,3.3,68.6,57.92,0.101,169.5,2
53.3,7.7,26.4,2.41,0.165,143.1,1
10.1,4.7,19.1,22.36,0.084,91.4,0
23.2,10.6,33.6,20.24,0.04,136.0,0
58.7,8.0,9.9,6.43,0.201,183.1,1
46.1,25.9,25.7,33.29,0.185,204.0,0
47.7,11.6,31.8,19.16,0.185,104.3,0
27.1,0.0,32.1,2.99,0.151,181.2,0
11.0,10.3,27.1,1.82,0.139,187.9,1
56.7,19.8,46.1,28.78,0.146,153.4,0
14.3,0.5,61.7,30.7,0.104,47.3,2
80.8,3.5,28.3,10.42,0.09,149.7,0
33.2,4.5,12.4,7.42,0.122,111.8,1
11.3,6.1,100.0,25.43,0.178,115.3,2
66.0,2.5,18.4,1.76,0.187,122.9,1
60.4,26.9,46.7,17.85,0.165,171.6,0
78.8,3.0,2.3,9.45,0.164,175.3,1
22.1,14.2,19.5,7.01,0.146,174.3,0
98.5,0.0,31.2,10.64,0.181,170.3,1
18.3,25.6,45.4,12.16,0.164,176.0,0
30.6,4.0,8.3,12.96,0.083,113.3,1
106.7,0.0,11.5,6.4,0.142,125.7,1
37.0,26.8,43.8,22.19,0.181,137.0,1
42.8,16.3,38.8,14.67,0.092,125.4,0
64.1,2.9,0.0,16.4,0.19,154.9,1
17.2,7.6,5.2,10.33,0.063,94.9,1
15.8,15.1,37.4,23.47,0.152,219.8,0
55.9,19.4,28.8,6.01,0.223,67.3,0
63.5,1.5,3.3,8.05,0.175,179.6,1
68.7,2.8,15.5,13.7,0.164,108.9,1
81.9,0.0,21.5,5.25,0.069,115.4,1
35.9,21.6,19.0,6.49,0.144,176.7,0
16.0,19.8,28.3,16.54,0.133,158.6,0
4.5,16.5,40.0,28.89,0.151,79.8,0
20.3,22.7,52.2,14.02,0.111,141.5,0
29.0,25.4,38.9,18.53,0.185,129.8,0
10.5,19.1,30.8,13.52,0.077,178.8,0
25.2,18.1,28.2,18.32,0.175,211.6,0
12.7,20.2,30.9,17.41,0.147,173.2,0
63.1,4.6,36.0,9.78,0.173,110.0,1
0.6,32.8,15.2,22.8,0.11,162.5,0
67.6,0.0,22.0,10.82,0.14,106.7,1
65.6,0.0,33.2,11.99,0.185,67.3,1
96.5,2.5,62.9,62.67,0.071,121.8,2
68.3,6.9,29.8,20.37,0.14,138.7,1
45.6,24.2,37.2,34.84,0.081,222.0,0
50.0,10.7,56.5,22.99,0.15,202.4,0
119.4,0.0,14.8,7.96,0.102,150.8,1
25.1,7.9,32.0,25.38,0.19,166.6,0
21.9,16.6,47.7,11.62,0.097,93.5,0
41.7,5.8,26.4,13.24,0.181,123.0,0
16.0,0.0,13.3,7.59,0.073,143.4,1
53.8,8.0,41.9,26.47,0.119,131.0,0
32.9,3.6,9.2,13.94,0.156,155.9,1
5.1,23.3,44.6,28.77,0.159,133.5,0
23.0,0.2,19.8,5.23,0.103,119.8,1
47.6,28.9,21.7,28.94,0.195,172.0,0
43.8,15.0,36.7,4.86,0.096,192.3,0
16.5,11.0,54.4,13.25,0.136,181.0,0
36.5,0.0,7.4,10.48,0.209,106.7,1
24.9,12.3,15.1,0.0,0.166,87.8,0
64.4,2.7,3.5,0.0,0.166,203.3,1
78.2,1.3,8.2,0.99,0.23,111.4,1
54.5,10.8,13.8,10.8,0.145,110.8,0
69.4,3.0,20.5,6.92,0.122,197.7,1
16.7,31.8,48.9,29.6,0.146,125.2,0
49.7,2.1,32.4,25.57,0.057,143.2,0
20.8,14.8,17.0,22.43,0.157,143.8,0
44.2,18.3,43.3,22.17,0.162,144.2,0
59.8,4.2,44.1,25.98,0.2,134.6,0
44.4,1.5,82.8,63.12,0.195,201.1,2
50.0,3.3,7.5,9.76,0.301,149.5,1
60.8,13.0,50.2,15.7,0.153,117.5,0
50.3,0.0,22.4,7.86,0.195,178.9,1
78.3,5.7,67.7,20.9,0.199,98.9,0
64.1,9.6,28.0,24.5,0.148,70.1,1
15.9,15.6,18.6,33.78,0.089,151.1,0
27.2,0.0,41.3,7.36,0.215,174.3,0
64.2,2.4,16.9,14.97,0.186,112.0,1
90.1,0.0,73.8,62.28,0.186,181.6,2
18.1,12.5,5.7,21.65,0.2,144.1,0
50.9,5.0,49.9,31.53,0.248,147.2,0
56.8,10.7,0.0,11.35,0.241,111.2,1
34.6,0.0,39.2,35.59,0.113,159.4,0
77.2,1.0,0.0,21.62,0.083,176.0,1
29.6,15.3,20.0,12.1,0.193,119.2,0
61.9,5.0,9.8,2.2,0.179,88.4,0
9.7,12.6,56.5,78.42,0.207,227.4,2
16.7,0.0,84.2,25.86,0.003,132.4,2
12.5,31.4,29.7,6.21,0.126,146.1,0
58.2,6.9,14.7,9.5,0.157,172.7,1
55.4,2.0,5.6,10.04,0.164,258.4,1
126.0,2.3,23.4,13.16,0.081,196.8,1
10.3,8.1,82.3,21.24,0.097,172.2,0
50.3,0.0,16.6,7.96,0.08,139.6,1
66.5,0.1,9.4,15.31,0.245,122.5,1
7.5,15.2,39.9,12.22,0.116,159.5,0
32.8,22.3,21.5,11.09,0.155,122.1,0
43.6,1.9,17.5,11.12,0.223,196.3,1
42.2,14.5,32.1,32.77,0.084,134.1,0
27.5,15.9,38.6,21.4,0.116,127.6,0
36.9,18.2,54.6,21.22,0.259,137.4,0
6.5,14.1,1.2,12.59,0.129,157.5,0
60.8,3.2,4.7,5.38,0.109,216.9,1
77.3,15.6,100.0,54.81,0.146,182.3,2
77.0,8.2,19.1,4.03,0.146,165.0,1
26.2,5.5,9.6,13.13,0.126,159.4,1
24.1,10.9,48.0,20.15,0.174,180.9,2
17.0,13.0,40.2,18.35,0.235,180.7,0
71.8,1.7,12.1,3.9,0.157,146.8,1
64.2,4.6,23.8,8.54,0.125,135.4,1
81.0,4.5,19.7,7.68,0.14,151.0,1
35.1,7.2,0.0,7.92,0.0,187.2,1
65.0,5.7,13.0,12.78,0.109,135.8,1
57.5,3.5,23.2,9.25,0.192,133.8,0
34.9,23.7,33.0,24.8,0.164,124.3,0
54.2,8.0,73.3,38.82,0.145,126.9,2
38.8,19.8,15.5,22.77,0.133,153.7,0
33.5,16.5,16.6,46.89,0.255,212.8,0
23.4,16.2,24.8,19.32,0.195,113.8,0
0.0,19.8,27.6,9.91,0.157,221.3,1
14.8,23.0,26.0,12.16,0.254,236.5,0
43.1,12.7,40.6,19.43,0.085,152.7,0
88.6,0.0,36.7,16.69,0.055,114.5,1
84.3,3.4,28.6,3.83,0.187,158.7,0
