Throttle_Spike,Brake_Usage,Energy_Consumption,Regen_Efficiency,Jerk,Label_Driver
57.3,28.5,263.8,0.13,1.77,1
16.8,11.8,113.5,0.26,0.71,0
72.6,58.3,232.7,0.11,1.88,1
14.6,14.3,145.0,0.25,0.14,0
15.7,15.9,136.4,0.28,0.38,0
73.2,58.2,263.6,0.05,5.09,1
11.2,15.5,134.9,0.23,0.78,0
16.3,7.2,180.0,0.27,0.57,0
59.7,31.5,196.6,0.1,4.04,1
59.3,48.4,170.2,0.15,0.83,1
25.9,9.7,87.5,0.25,0.68,1
63.2,60.9,259.7,0.11,3.01,1
44.5,57.8,238.1,0.14,2.97,1
13.3,13.2,115.7,0.23,0.32,0
43.2,36.7,221.7,0.13,2.38,1
16.4,13.6,150.4,0.14,0.28,0
16.3,13.6,149.3,0.28,0.59,0
57.2,46.6,277.6,0.09,2.25,1
19.9,13.0,110.2,0.32,0.41,0
15.5,7.5,135.1,0.15,0.45,0
14.6,12.2,101.9,0.27,0.29,0
20.2,13.4,105.1,0.3,0.57,0
8.9,17.6,115.1,0.21,0.42,0
7.9,5.2,131.6,0.29,0.48,0
9.3,7.3,145.0,0.22,0.54,0
15.5,12.3,120.8,0.16,0.25,0
65.7,46.3,279.8,0.08,0.77,1
14.5,13.5,164.7,0.29,0.84,0
57.2,36.4,248.6,0.08,2.15,1
29.1,35.5,200.8,0.18,2.36,1
17.5,13.4,133.7,0.27,0.41,0
17.2,11.8,162.9,0.25,0.15,0
61.1,45.5,149.8,0.12,2.97,1
15.4,3.1,169.2,0.28,0.84,0
45.2,25.3,246.0,0.15,0.22,1
70.7,45.6,178.3,0.16,2.62,1
13.4,6.4,140.7,0.26,0.7,0
12.7,10.7,101.6,0.21,0.48,0
63.1,25.8,208.6,0.12,2.9,1
14.5,9.2,143.9,0.3,0.3,0
20.7,15.2,164.6,0.28,0.5,1
24.3,14.1,190.1,0.15,0.5,0
18.0,2.3,112.6,0.27,0.58,0
23.1,14.2,111.7,0.34,0.55,0
13.6,11.2,147.1,0.18,0.54,0
75.2,65.5,189.1,0.15,3.57,1
16.0,3.3,147.1,0.25,0.59,0
6.4,14.1,152.4,0.25,0.93,0
12.4,4.0,147.7,0.26,0.94,0
19.9,5.4,114.1,0.29,0.66,0
16.7,15.9,113.5,0.18,0.33,0
43.4,35.4,199.5,0.14,3.57,1
13.2,5.5,139.5,0.22,0.43,0
49.9,45.4,143.7,0.16,2.12,1
71.2,49.6,142.3,0.09,4.58,1
15.9,8.5,136.2,0.15,0.54,0
14.9,2.4,139.2,0.31,0.34,0
10.5,4.0,167.3,0.23,0.34,0
10.8,17.9,130.7,0.22,0.68,0
17.0,17.0,147.9,0.24,0.42,0
12.9,9.3,142.9,0.27,0.67,0
51.9,44.0,192.5,0.12,2.09,1
64.5,9.2,189.2,0.15,2.87,1
87.3,64.9,269.3,0.2,2.98,1
25.5,7.2,162.1,0.35,0.47,0
12.6,13.9,131.6,0.23,0.71,0
63.8,26.3,226.8,0.11,3.83,1
55.3,33.5,207.9,0.09,2.66,1
6.1,19.9,153.8,0.24,0.36,0
86.3,40.9,234.1,0.12,4.77,1
52.6,41.9,232.9,0.18,3.36,1
19.4,14.5,121.9,0.19,0.25,0
1.9,10.5,154.6,0.18,0.44,1
18.0,3.9,151.2,0.21,0.55,0
24.8,16.5,142.5,0.28,0.63,0
14.2,2.5,150.7,0.24,0.58,0
28.1,25.6,246.2,0.04,2.64,1
18.9,6.3,112.5,0.24,0.71,0
50.0,47.0,228.0,0.13,3.49,1
9.5,7.3,165.7,0.27,0.91,0
95.3,16.2,205.3,0.09,2.31,1
35.0,33.6,259.0,0.12,1.66,1
8.4,10.7,143.4,0.34,0.66,0
94.9,41.0,231.5,0.08,1.66,1
30.9,8.3,114.8,0.25,0.48,0
89.9,31.1,277.0,0.08,1.99,0
22.4,13.8,137.7,0.22,0.52,0
61.8,33.3,174.4,0.12,3.4,0
4.3,11.5,135.0,0.26,0.49,0
7.9,12.7,148.3,0.29,0.74,0
63.4,40.6,167.8,0.05,2.55,1
22.3,16.1,121.1,0.22,0.52,0
25.9,8.4,140.1,0.26,0.2,1
11.2,6.2,125.8,0.31,0.82,0
13.6,2.7,138.2,0.23,0.57,0
9.4,2.7,132.5,0.22,0.42,0
15.5,9.8,142.9,0.26,0.22,0
12.7,9.8,144.7,0.26,0.4,0
83.5,36.5,236.1,0.13,1.64,1
13.3,6.0,165.1,0.19,0.34,0
15.9,6.3,118.6,0.29,0.38,0
22.7,4.7,115.4,0.18,0.37,0
35.7,52.2,224.0,0.07,2.34,1
15.4,10.0,119.9,0.28,0.44,0
13.8,17.7,123.1,0.27,0.59,0
72.1,57.0,198.1,0.08,2.48,1
19.5,7.9,107.3,0.27,0.22,0
13.3,13.1,139.8,0.3,0.54,0
59.0,39.8,207.4,0.13,2.12,1
76.5,30.2,195.6,0.14,4.25,1
7.4,5.5,128.8,0.32,0.38,0
60.1,50.4,204.0,0.04,2.7,0
57.4,6.0,175.8,0.13,2.62,1
16.4,4.0,97.2,0.21,0.59,0
13.0,11.4,166.9,0.29,0.44,0
11.1,8.0,160.3,0.16,0.51,0
9.0,13.3,137.0,0.21,0.66,0
11.5,14.8,130.8,0.26,0.38,0
68.9,38.6,199.4,0.05,3.1,1
53.1,54.7,236.6,0.13,2.86,1
11.6,9.7,134.3,0.23,0.61,0
12.1,9.9,149.7,0.27,0.54,0
9.1,0.2,157.4,0.23,0.26,1
6.5,16.3,125.4,0.23,0.72,0
20.9,10.9,103.4,0.25,0.57,0
16.1,13.0,168.2,0.23,0.73,0
15.3,7.0,169.1,0.26,0.42,0
85.9,5.0,242.7,0.12,3.55,1
20.6,16.1,141.4,0.26,0.58,0
17.9,5.0,150.6,0.21,0.48,0
50.0,60.3,219.7,0.11,2.57,1
9.7,15.2,134.4,0.19,0.63,0
10.8,9.0,170.2,0.24,0.42,0
8.8,11.5,145.9,0.3,0.37,0
17.1,15.2,156.1,0.17,0.39,0
16.9,21.2,176.7,0.39,0.55,0
69.4,42.3,232.2,0.07,2.72,1
10.1,12.3,164.5,0.28,0.88,1
9.6,12.9,154.4,0.24,0.77,0
72.9,23.1,206.1,0.13,2.04,1
16.0,6.5,124.7,0.32,0.56,1
22.1,10.4,134.7,0.33,0.51,0
17.1,14.8,127.2,0.21,0.4,0
20.6,6.9,162.8,0.27,0.72,0
9.7,3.4,130.8,0.18,0.46,0
49.0,40.5,254.9,0.02,2.75,1
21.8,8.4,165.7,0.25,0.69,0
15.0,3.8,162.7,0.32,0.83,0
75.6,47.1,247.0,0.15,3.01,1
51.8,33.7,223.7,0.1,0.98,1
17.0,11.0,124.5,0.15,0.6,0
20.7,11.3,181.3,0.27,0.38,0
14.6,9.7,148.2,0.22,0.72,0
12.4,8.3,128.2,0.13,0.73,0
18.4,7.2,129.6,0.2,0.53,0
55.4,75.4,196.1,0.04,2.01,1
10.5,11.8,136.2,0.29,0.71,0
59.5,31.9,177.3,0.08,1.51,1
74.3,40.7,239.2,0.08,3.9,1
53.2,31.4,271.6,0.11,4.31,1
4.0,13.5,72.4,0.23,0.48,0
21.1,5.2,172.1,0.24,0.34,0
74.4,30.7,214.8,0.14,1.26,1
10.7,7.8,147.9,0.25,0.0,0
20.8,3.3,142.3,0.29,0.29,0
19.6,13.9,111.2,0.23,0.32,0
11.4,14.1,126.4,0.24,0.49,0
52.6,53.6,134.4,0.06,4.17,1
13.7,15.0,155.4,0.29,0.56,0
8.2,7.6,116.9,0.31,0.01,0
34.4,34.2,234.1,0.18,0.63,1
6.9,2.1,169.9,0.35,0.4,0
19.3,50.9,158.2,0.1,0.69,1
78.2,32.0,212.2,0.1,0.0,1
18.4,8.2,135.0,0.27,0.59,0
48.7,46.5,253.0,0.16,2.82,1
13.3,10.7,113.5,0.29,0.83,0
6.1,17.0,174.7,0.32,0.66,0
83.8,36.1,188.0,0.1,2.03,1
53.6,34.2,250.1,0.1,1.1,1
85.1,26.9,140.1,0.16,1.27,1
13.7,12.4,160.4,0.28,0.55,0
70.7,37.6,230.0,0.11,1.91,1
22.0,19.5,104.6,0.33,0.49,0
16.3,18.1,116.4,0.23,0.17,0
40.0,49.8,180.1,0.11,1.14,0
12.0,10.6,147.2,0.25,0.28,0
51.5,53.2,216.1,0.11,1.19,1
11.7,12.0,160.6,0.21,0.16,0
13.6,6.1,175.4,0.21,0.46,0
16.8,5.1,146.0,0.23,0.52,0
51.4,28.1,238.6,0.11,1.82,1
53.4,31.9,202.6,0.05,0.37,1
13.2,3.7,140.9,0.25,0.0,0
70.6,38.4,226.1,0.0,1.5,1
56.1,51.0,170.5,0.14,3.48,1
6.8,7.5,131.5,0.19,0.38,0
22.5,12.4,130.1,0.2,0.47,1
62.6,34.4,224.4,0.11,1.64,1
13.3,3.5,160.7,0.25,0.27,0
11.0,12.0,164.8,0.24,0.28,0
9.8,12.1,119.1,0.38,0.53,0
14.5,6.2,120.2,0.23,0.91,0
54.8,48.2,213.6,0.06,1.24,1
11.3,18.8,142.4,0.29,0.27,0
40.1,36.6,273.9,0.08,1.57,1
8.8,22.4,219.0,0.13,2.46,0
24.0,12.0,106.4,0.32,0.39,0
17.4,14.0,131.5,0.22,0.4,0
29.2,51.0,167.8,0.03,2.61,1
89.1,38.3,272.9,0.13,1.85,1
8.6,4.0,113.4,0.22,0.37,0
7.1,5.9,151.8,0.16,0.78,0
66.0,38.8,233.6,0.08,3.33,1
8.8,10.6,130.2,0.33,0.28,0
15.0,2.4,130.1,0.18,0.22,0
74.1,22.9,288.8,0.06,2.18,1
54.3,66.0,274.2,0.17,1.49,1
14.9,0.0,114.4,0.29,0.61,0
17.1,8.6,163.2,0.23,0.55,0
10.9,14.3,135.4,0.3,0.68,0
50.3,27.9,252.7,0.01,2.1,1
10.2,9.6,136.0,0.28,0.4,0
7.7,11.4,164.5,0.27,0.57,0
20.4,9.6,164.4,0.33,0.46,0
16.6,19.9,110.8,0.24,0.88,0
12.8,17.5,120.5,0.29,0.43,0
21.2,5.9,161.7,0.24,0.51,0
76.8,49.8,202.7,0.11,1.72,1
29.2,12.3,158.8,0.33,0.82,1
18.5,7.4,157.9,0.24,0.59,0
65.5,34.6,220.0,0.13,0.9,1
19.2,0.0,144.2,0.25,0.57,0
37.1,68.9,246.4,0.21,1.11,1
70.9,43.7,249.4,0.16,1.93,1
19.5,6.8,164.2,0.26,0.87,1
10.0,5.7,146.2,0.29,0.69,0
75.6,8.9,206.4,0.17,1.08,1
15.8,8.8,129.3,0.25,0.59,0
13.4,8.1,147.7,0.31,0.62,0
24.7,9.9,159.1,0.23,0.76,0
72.0,14.2,190.8,0.13,2.07,0
15.8,11.3,144.0,0.21,0.52,0
79.1,41.3,240.4,0.17,2.21,1
14.3,5.6,147.0,0.3,0.81,0
9.2,17.0,120.7,0.21,0.56,1
15.6,12.3,134.0,0.22,0.76,0
16.7,16.8,109.8,0.29,0.8,0
7.1,16.8,153.3,0.22,0.21,0
5.3,14.2,171.1,0.22,0.58,0
39.1,40.9,199.9,0.15,3.57,1
46.6,56.5,226.2,0.08,3.13,1
19.1,12.9,160.3,0.23,0.75,0
52.9,46.8,340.4,0.13,4.1,1
21.0,11.4,125.8,0.35,0.37,0
17.1,4.2,188.0,0.26,0.86,0
12.6,9.8,150.0,0.28,0.47,0
75.7,50.8,208.3,0.09,2.85,1
15.5,8.6,153.6,0.26,0.71,0
12.4,10.0,111.9,0.23,0.69,0
54.7,48.2,143.0,0.23,3.53,1
11.1,17.9,159.4,0.26,0.61,0
18.5,8.9,161.6,0.22,0.58,0
48.0,52.6,200.2,0.17,1.42,1
59.0,24.4,192.9,0.06,2.33,1
44.2,22.9,246.1,0.13,2.44,1
52.9,41.4,266.4,0.04,2.28,1
12.8,9.6,145.3,0.16,0.4,0
18.1,20.7,145.8,0.26,0.74,0
11.8,14.6,161.2,0.19,0.65,0
14.7,15.6,147.8,0.22,0.19,0
79.4,71.4,183.1,0.03,1.42,1
16.1,2.0,107.9,0.25,0.65,0
49.7,25.0,176.4,0.06,3.16,1
63.0,58.9,130.3,0.12,1.91,1
8.9,9.4,130.4,0.27,0.51,0
78.7,33.5,232.7,0.18,2.55,1
1.9,9.5,120.3,0.3,0.31,0
56.2,47.8,194.9,0.09,3.0,1
70.2,49.3,211.5,0.07,3.75,1
37.5,38.6,224.3,0.19,3.86,1
15.8,8.3,143.4,0.21,0.58,0
30.9,54.4,227.5,0.17,1.04,1
9.7,2.9,144.2,0.21,0.46,0
40.9,37.3,260.2,0.07,2.21,1
72.8,49.4,207.6,0.13,1.82,0
15.8,12.9,151.7,0.27,0.35,1
12.7,12.0,150.0,0.23,0.72,0
22.5,9.4,125.2,0.19,0.25,0
49.7,33.4,244.4,0.13,0.0,1
22.0,19.7,197.8,0.19,0.43,0
18.4,11.4,160.5,0.35,0.31,1
12.0,5.7,138.3,0.18,0.68,0
35.2,39.5,210.3,0.13,2.12,1
12.9,8.4,106.9,0.17,0.75,0
16.5,8.0,167.4,0.15,0.63,0
14.2,11.5,119.8,0.32,0.32,0
18.2,14.0,132.7,0.25,0.28,0
18.1,9.6,149.9,0.3,0.68,0
46.4,33.1,195.8,0.07,0.95,1
67.2,17.4,185.3,0.14,3.02,1
19.9,13.0,161.2,0.26,0.42,0
8.9,8.8,170.5,0.3,0.52,0
52.0,63.7,225.2,0.08,2.71,1
12.1,16.3,194.8,0.22,0.66,0
19.1,15.1,195.8,0.31,0.55,0
20.8,11.4,128.7,0.19,0.66,0
23.4,49.1,206.5,0.1,2.35,1
19.5,16.5,164.3,0.27,0.35,0
63.5,41.2,210.9,0.06,1.82,1
16.7,14.1,100.1,0.22,0.32,0
15.9,4.7,152.8,0.25,0.31,0
80.1,38.3,155.6,0.11,1.99,1
64.3,41.9,224.9,0.15,3.02,0
17.5,6.7,145.7,0.26,0.58,0
70.3,29.1,200.6,0.08,3.42,0
21.9,8.9,113.1,0.22,0.42,0
57.8,42.3,272.7,0.19,0.79,1
13.5,14.2,122.8,0.32,0.0,0
82.2,39.5,131.7,0.06,1.23,0
66.0,33.1,259.0,0.17,4.2,1
15.0,10.3,107.2,0.21,0.54,0
16.0,8.0,125.3,0.22,0.44,0
50.7,63.3,163.4,0.1,2.35,1
9.7,5.5,122.6,0.32,0.34,0
19.3,12.0,160.5,0.26,0.52,0
15.2,11.3,157.1,0.14,0.48,0
7.3,1.4,126.3,0.19,0.15,0
55.0,62.8,211.7,0.0,2.23,1
20.2,8.2,143.1,0.3,0.66,1
14.2,7.8,111.3,0.3,0.52,0
19.2,8.1,153.6,0.24,0.63,0
21.9,9.9,145.8,0.25,0.64,0
9.0,9.2,150.9,0.2,0.81,0
9.0,11.3,155.3,0.21,0.49,0
15.4,14.1,144.6,0.23,0.16,0
10.0,10.5,155.4,0.23,0.59,0
12.1,5.3,133.6,0.25,0.35,0
56.7,28.9,226.9,0.04,2.45,1
11.4,3.4,153.3,0.29,0.31,1
38.3,20.7,187.3,0.08,1.45,0
53.4,24.8,203.3,0.12,4.27,1
100.3,60.6,266.5,0.2,0.37,1
49.1,47.8,188.4,0.06,2.13,1
11.4,4.2,145.7,0.19,0.95,0
16.0,15.4,108.6,0.35,0.4,0
53.7,56.6,224.3,0.13,1.49,1
17.6,9.9,118.4,0.31,0.77,0
15.0,14.4,132.4,0.29,0.35,0
11.2,9.3,150.4,0.21,0.95,0
34.9,23.4,241.2,0.09,3.17,1
11.0,12.7,123.3,0.31,0.93,0
34.9,81.2,214.6,0.12,3.88,1
21.7,9.0,146.1,0.21,0.37,0
35.5,35.3,217.9,0.12,1.65,1
11.0,17.4,168.2,0.38,0.34,0
22.2,1.9,100.8,0.32,0.6,0
17.1,12.6,119.9,0.28,0.5,0
6.9,11.8,127.5,0.22,0.71,0
15.9,18.5,147.2,0.25,0.48,0
54.1,45.6,220.6,0.0,2.83,1
73.6,71.2,214.2,0.0,4.09,1
15.2,2.8,138.6,0.3,0.43,0
80.3,47.7,197.5,0.08,2.0,1
6.3,9.7,134.0,0.17,0.46,0
11.1,5.0,153.5,0.29,0.56,0
11.4,16.4,128.5,0.18,0.69,0
20.4,11.0,163.5,0.22,0.59,0
12.1,9.8,128.9,0.32,0.33,0
42.5,39.4,300.9,0.14,1.74,1
67.4,72.6,185.6,0.15,1.24,1
16.8,5.6,157.2,0.3,0.62,0
95.0,21.8,166.7,0.07,2.28,1
11.1,10.5,137.0,0.31,0.74,0
71.3,56.5,245.0,0.1,1.75,1
20.5,2.1,126.7,0.15,0.39,0
10.1,16.7,145.5,0.29,0.48,0
64.5,64.0,273.5,0.12,2.58,1
51.9,15.7,252.6,0.15,1.92,0
17.6,9.9,137.6,0.22,0.74,0
14.5,11.5,129.1,0.29,0.57,0
10.1,11.2,152.2,0.21,0.7,0
30.0,13.0,108.7,0.25,0.49,0
84.7,54.5,200.2,0.14,3.93,1
10.4,21.5,167.3,0.15,0.71,0
12.0,13.1,101.7,0.26,0.65,0
74.5,17.6,238.9,0.12,3.42,1
53.7,29.8,213.3,0.1,2.0,1
14.6,17.5,176.8,0.29,0.19,0
9.1,5.5,182.4,0.23,0.82,0
79.6,32.7,246.4,0.16,3.43,1
58.9,50.5,318.8,0.07,1.62,1
20.9,12.0,121.5,0.3,0.55,0
55.2,31.4,150.8,0.16,1.64,1
46.0,59.7,252.5,0.15,3.03,1
19.3,14.2,166.3,0.18,0.67,0
15.4,14.2,116.9,0.24,0.43,0
81.6,45.5,172.5,0.03,2.73,1
18.5,18.2,135.0,0.26,0.47,0
16.0,11.7,154.0,0.15,0.49,0
9.6,16.9,119.9,0.26,0.17,0
9.5,8.7,140.3,0.17,0.07,0
22.6,1.0,145.1,0.24,0.7,0
70.5,52.5,251.6,0.12,2.9,1
55.6,25.5,200.2,0.07,1.37,1
32.3,45.6,225.1,0.15,1.72,1
5.5,1.9,140.1,0.39,0.58,0
12.8,5.4,185.5,0.3,0.54,0
67.1,2.7,219.4,0.12,2.62,1
18.9,0.0,135.7,0.27,0.61,0
17.8,0.0,137.8,0.25,0.85,0
66.6,48.2,132.6,0.11,2.13,1
73.7,41.4,220.3,0.05,2.24,1
53.7,44.7,204.9,0.19,3.23,1
16.2,6.4,126.8,0.31,0.4,0
69.7,15.6,144.0,0.13,1.82,1
20.4,9.9,163.3,0.23,0.62,0
20.1,11.7,99.7,0.13,0.42,0
13.2,10.7,151.6,0.28,0.62,0
64.7,23.3,183.4,0.03,2.32,1
4.6,15.4,155.3,0.24,0.51,0
10.7,11.3,134.1,0.19,0.34,0
40.3,24.1,290.8,0.14,3.68,1
81.2,46.3,221.4,0.06,2.06,1
24.2,2.8,176.4,0.2,0.44,0
12.4,7.7,128.7,0.22,0.55,0
34.4,40.7,158.0,0.05,2.06,1
83.5,50.1,312.1,0.1,2.49,1
20.2,8.1,162.9,0.33,0.58,0
14.7,7.9,185.1,0.27,0.41,0
17.7,14.1,110.4,0.2,0.35,0
17.3,3.3,157.0,0.25,0.39,0
5.8,15.1,153.9,0.23,0.43,0
48.6,58.5,179.8,0.11,2.69,1
19.5,8.5,138.1,0.23,0.35,0
10.4,1.9,163.0,0.25,0.68,0
9.8,18.7,146.9,0.21,0.15,0
17.6,0.0,148.1,0.24,0.36,0
48.0,41.4,187.4,0.07,2.47,1
17.3,6.2,137.9,0.27,0.34,0
16.6,8.6,126.4,0.24,0.46,0
69.4,38.5,219.4,0.11,2.41,1
92.2,30.7,265.1,0.14,3.54,1
37.6,52.5,187.4,0.08,3.3,1
14.2,15.7,155.0,0.27,0.68,0
12.8,13.3,128.8,0.25,0.4,0
56.5,33.2,270.4,0.16,3.94,1
10.5,10.0,166.3,0.28,0.52,0
13.3,5.1,109.9,0.26,0.63,0
12.3,14.3,169.0,0.27,0.44,0
21.6,5.9,129.4,0.29,0.47,0
66.5,30.8,191.1,0.05,2.92,1
19.4,4.6,149.5,0.27,0.56,1
6.5,17.5,117.6,0.27,0.62,0
40.1,31.2,158.6,0.12,1.81,1
13.1,11.1,140.1,0.27,0.55,0
52.6,17.2,243.7,0.08,2.68,1
55.0,61.7,191.7,0.15,2.48,1
54.3,40.7,220.3,0.11,3.48,1
10.5,11.2,126.1,0.25,0.61,0
20.7,13.0,140.1,0.27,0.81,0
52.7,57.5,250.8,0.2,3.71,1
81.2,56.2,202.6,0.1,3.92,0
24.3,59.3,249.2,0.18,4.84,1
69.4,56.1,153.3,0.02,2.53,1
11.4,5.3,154.0,0.15,0.63,0
12.7,2.8,127.3,0.33,0.49,0
18.7,4.7,165.9,0.3,0.26,0
16.6,7.1,117.8,0.36,0.61,0
28.7,8.6,134.6,0.3,0.52,0
17.4,2.0,104.9,0.24,0.48,0
14.6,2.7,117.6,0.24,0.9,0
13.7,10.5,137.3,0.32,0.55,0
44.0,37.2,235.6,0.1,1.45,1
9.6,11.0,136.1,0.27,0.15,0
63.1,41.9,270.0,0.17,2.69,1
70.9,49.6,197.5,0.13,3.12,1
37.4,62.0,243.6,0.06,2.65,1
87.4,26.2,164.5,0.1,4.28,1
17.7,19.7,135.2,0.2,0.27,0
23.8,5.4,134.6,0.17,0.65,0
15.7,10.3,135.2,0.3,0.53,0
62.1,20.4,215.7,0.15,3.54,1
64.1,46.8,187.8,0.06,1.93,1
41.6,32.8,189.9,0.18,4.27,1
74.2,51.8,310.1,0.03,3.74,1
46.8,26.7,193.9,0.08,2.73,1
13.8,9.2,98.6,0.24,0.8,0
12.5,15.3,133.0,0.24,0.66,0
12.4,12.6,148.6,0.24,0.78,0
63.7,40.0,259.1,0.12,3.19,1
11.9,5.9,147.8,0.26,0.59,0
43.0,50.1,266.2,0.09,3.46,0
83.1,43.8,214.8,0.11,0.02,1
77.6,41.3,280.1,0.1,0.55,1
13.0,13.8,148.6,0.24,0.19,0
15.3,4.2,134.4,0.3,0.46,0
10.2,5.6,115.5,0.24,0.36,0
48.9,39.4,199.4,0.15,2.48,1
14.0,8.6,183.8,0.34,0.71,0
8.7,9.8,177.6,0.26,0.18,0
70.9,18.0,237.2,0.11,1.4,0
19.3,14.3,150.3,0.14,0.49,0
9.1,11.0,125.4,0.3,0.41,0
0.5,7.1,154.4,0.21,0.5,0
14.6,21.0,141.6,0.29,0.44,0
67.9,50.6,211.7,0.12,1.65,1
24.7,0.7,137.6,0.3,0.53,0
20.8,9.1,128.0,0.29,0.39,0
30.9,49.7,217.2,0.07,2.61,1
8.8,8.7,139.9,0.23,0.42,0
46.3,36.3,204.8,0.19,1.53,1
47.3,75.8,236.9,0.11,3.17,1
12.0,8.9,102.4,0.22,0.45,0
44.2,34.9,174.1,0.19,1.35,1
6.6,19.5,134.6,0.11,0.54,0
25.3,6.3,199.1,0.23,0.53,0
37.3,26.3,192.2,0.05,3.71,1
59.0,34.6,224.1,0.07,2.82,1
43.9,40.4,210.9,0.1,2.04,1
24.4,18.6,136.3,0.25,0.54,0
73.8,30.1,272.1,0.02,3.21,1
10.8,7.7,147.4,0.28,0.35,0
17.5,3.0,90.0,0.32,0.37,0
73.4,41.7,222.3,0.0,1.5,1
11.6,13.0,112.9,0.27,0.54,0
58.8,55.3,150.4,0.07,1.6,1
18.5,8.4,153.4,0.21,0.56,0
44.7,31.3,255.7,0.16,2.71,1
16.7,12.5,127.5,0.21,0.58,0
17.9,3.0,135.5,0.18,0.17,0
75.1,33.5,216.4,0.02,2.18,1
36.8,40.4,146.2,0.12,2.96,1
63.5,44.6,194.6,0.1,4.01,1
16.4,6.0,119.4,0.25,0.62,1
49.2,26.4,202.9,0.05,2.43,1
16.9,15.5,132.1,0.31,0.73,1
16.5,15.8,154.0,0.23,0.8,0
12.5,10.2,140.4,0.29,0.46,0
11.5,18.0,122.4,0.21,0.27,0
71.5,42.7,230.9,0.13,2.92,1
17.8,4.9,176.1,0.22,0.63,0
41.1,10.2,208.1,0.22,3.07,1
25.0,46.2,238.7,0.1,3.93,1
51.1,3.7,279.3,0.0,2.71,1
23.1,11.3,132.9,0.17,0.64,0
10.4,7.1,139.2,0.24,0.59,0
57.1,42.9,188.8,0.0,4.3,1
65.0,73.2,298.8,0.1,1.37,1
17.1,23.8,100.6,0.23,0.44,0
79.5,18.1,212.5,0.14,1.32,1
75.7,53.9,230.9,0.07,1.79,1
62.6,61.1,180.0,0.14,0.61,1
12.9,6.0,181.6,0.29,0.47,0
10.9,15.8,128.1,0.23,0.36,0
63.9,36.3,249.1,0.11,2.88,1
16.8,8.1,138.1,0.35,0.56,0
58.2,52.6,160.5,0.1,1.91,0
9.6,7.1,167.9,0.22,0.3,1
24.5,3.1,135.2,0.27,0.67,0
11.0,5.9,128.8,0.28,0.4,0
17.9,7.1,78.0,0.17,0.83,1
9.5,3.0,141.3,0.24,0.6,0
7.6,6.6,131.2,0.2,0.53,0
12.4,1.9,152.7,0.3,0.39,0
22.7,18.4,151.8,0.26,0.98,0
18.9,0.0,160.2,0.22,0.56,0
48.7,0.1,187.5,0.1,1.78,1
67.1,42.2,214.2,0.06,1.84,1
71.1,57.5,227.7,0.09,1.31,1
68.6,41.9,220.2,0.11,1.81,1
8.4,6.6,149.0,0.27,0.45,0
97.1,60.3,206.4,0.1,3.04,1
19.2,0.8,126.2,0.26,0.25,0
81.5,30.7,293.3,0.13,3.51,1
4.3,14.3,138.0,0.25,0.35,0
19.1,12.6,136.9,0.2,0.77,0
58.4,61.0,241.2,0.14,3.39,0
48.1,36.1,300.8,0.13,0.2,1
10.5,5.6,146.1,0.23,0.6,0
45.3,45.0,210.3,0.13,0.96,1
8.3,7.4,143.8,0.21,0.56,0
15.5,15.2,141.8,0.28,0.59,0
52.8,7.0,274.1,0.12,1.71,0
8.0,2.0,141.3,0.26,0.47,0
7.8,11.9,125.6,0.26,0.51,0
6.0,7.8,148.7,0.3,0.71,0
38.2,51.7,177.0,0.16,2.11,1
19.9,13.4,130.7,0.27,0.74,0
20.9,10.1,152.5,0.2,0.8,0
20.5,6.3,131.8,0.15,0.65,0
79.9,36.4,206.5,0.05,3.79,1
22.4,2.7,165.8,0.19,0.76,0
47.9,62.0,210.6,0.12,2.17,1
87.3,43.7,250.5,0.09,2.2,1
14.8,7.6,133.3,0.25,0.65,0
18.1,9.8,124.8,0.24,0.77,0
61.6,38.9,232.7,0.08,1.3,1
62.1,42.8,233.9,0.06,4.14,1
26.4,6.3,149.7,0.22,0.54,0
10.1,6.2,156.4,0.25,0.28,0
14.6,6.5,132.6,0.26,0.78,0
48.1,43.6,257.5,0.1,2.26,1
53.1,29.9,194.9,0.08,4.25,1
70.1,26.8,190.3,0.1,3.26,1
11.6,11.7,133.0,0.28,0.58,0
9.4,7.6,173.3,0.25,0.16,0
22.4,12.5,123.0,0.32,0.41,0
19.8,3.0,161.9,0.29,0.82,0
7.8,6.1,116.1,0.21,0.35,0
94.0,51.0,160.7,0.07,2.27,1
13.2,7.2,114.0,0.27,0.34,0
63.5,47.9,208.9,0.11,3.34,1
40.9,68.8,226.6,0.04,2.86,1
14.0,17.0,161.0,0.27,0.27,0
9.0,15.1,106.0,0.19,0.68,0
77.7,30.9,122.6,0.05,1.35,1
14.0,5.8,133.2,0.35,0.32,1
18.1,14.3,143.4,0.2,0.53,0
13.0,14.4,157.2,0.34,0.37,0
15.0,12.5,128.2,0.22,0.68,0
56.3,30.6,110.9,0.0,2.73,1
74.6,50.0,179.1,0.13,1.55,1
15.1,5.6,128.0,0.33,0.85,0
18.8,15.2,152.2,0.28,0.28,0
61.3,25.8,260.1,0.07,2.34,1
13.5,14.2,113.3,0.25,0.44,0
9.9,12.3,158.5,0.31,0.69,0
16.2,13.7,143.6,0.28,0.39,0
7.2,12.1,145.5,0.24,0.86,0
33.9,32.6,204.5,0.1,2.74,1
16.5,9.5,135.6,0.21,0.76,1
21.7,8.0,136.9,0.26,0.54,0
64.9,52.1,151.3,0.02,1.73,1
