Pack_Voltage,Pack_Current,Instant_Power,Cell_Max,Cell_Min,Pack_Temp,Thermal_Grad,Inverter_Temp,Ambient_Temp,Coolant_Flow,Iso_Resistance,Gas_PPM,SoP,Label_Safety
333.94,97.98,39.54,4.14,4.06,76.79,2.25,81.31,41.96,0.0,270.45,182.3,91.9,2
329.18,28.76,9.05,4.19,4.03,56.3,0.64,51.42,17.8,2.14,194.25,159.4,110.7,2
350.73,55.73,18.23,4.16,4.02,32.59,0.0,46.33,40.66,9.73,337.64,1.8,125.5,0
337.75,54.48,19.09,4.15,3.55,134.66,3.27,140.23,26.18,2.59,9.26,156.9,35.6,0
360.51,104.13,34.18,4.2,4.11,25.63,1.39,21.88,10.31,3.01,375.63,7.7,143.4,1
336.62,57.7,26.23,4.11,4.06,24.72,0.0,30.54,22.92,1.99,478.43,63.3,130.4,1
342.91,95.83,40.5,4.19,4.01,33.59,2.11,32.44,19.79,3.9,124.38,0.0,129.0,2
367.59,69.49,28.91,4.13,3.51,5.78,3.49,18.11,23.52,1.44,138.83,263.9,141.4,2
350.25,53.43,16.74,4.19,4.17,22.27,0.0,32.78,12.24,10.72,325.05,0.2,114.0,0
354.14,45.44,16.07,4.17,3.93,99.59,1.19,106.05,20.09,2.98,123.6,75.3,69.2,2
382.36,83.14,34.43,4.19,4.2,39.34,0.09,49.03,11.16,8.06,424.49,1.9,132.8,0
347.85,59.18,23.17,4.15,4.0,54.15,2.72,56.84,35.84,6.22,399.87,53.5,119.0,1
380.45,2.98,0.81,4.19,3.73,109.02,1.6,116.01,27.08,8.01,227.9,267.1,65.2,2
373.04,9.32,4.78,4.18,4.09,19.39,0.0,17.01,45.34,5.69,695.4,15.0,133.7,2
346.45,76.32,28.11,4.11,4.12,28.79,0.0,29.73,28.12,11.25,615.45,1.3,119.2,0
362.5,24.71,7.68,4.15,3.91,54.93,0.66,64.62,6.7,2.73,194.9,21.8,104.5,1
340.79,76.2,31.65,4.16,3.74,44.35,2.68,49.5,28.58,4.89,30.55,160.2,121.5,2
347.41,67.48,18.92,4.19,4.04,23.65,0.65,28.11,25.28,7.45,347.38,26.9,131.1,1
343.27,36.4,11.03,4.13,4.04,50.89,0.0,49.65,43.26,3.93,557.67,2.1,124.0,0
336.81,89.98,20.83,4.17,4.16,34.44,0.0,32.98,22.52,9.78,246.96,5.9,117.2,0
356.99,48.58,14.01,4.2,3.91,53.87,0.13,51.35,6.57,0.0,90.89,192.4,91.6,2
354.78,71.67,38.4,4.12,4.11,34.91,0.29,44.27,23.57,13.72,251.35,4.3,128.6,0
373.13,57.82,24.29,4.18,3.47,85.62,4.14,91.58,37.5,0.09,90.36,164.4,86.7,2
366.36,74.59,27.1,4.18,4.02,76.3,0.13,85.31,11.72,0.28,318.94,11.6,94.9,1
355.51,60.49,25.54,4.18,3.66,96.6,1.82,108.68,31.53,8.52,35.49,282.9,57.9,2
375.45,34.12,16.55,4.17,3.89,67.25,0.49,69.14,15.55,7.23,122.39,301.4,90.6,2
331.67,7.79,2.42,4.13,4.16,27.54,0.34,26.63,33.48,6.25,485.03,12.6,141.8,0
374.21,3.6,1.29,4.15,4.13,78.0,0.1,73.68,25.66,7.65,500.26,23.0,72.7,1
349.42,53.69,10.43,4.18,3.79,61.17,2.52,59.03,19.57,4.49,95.12,89.3,99.3,2
323.28,64.36,26.26,4.13,4.18,41.08,0.0,48.74,41.38,10.76,522.07,5.0,117.1,0
347.32,121.84,41.94,4.19,4.15,56.21,0.26,53.33,21.19,10.89,646.68,0.1,97.8,0
345.62,41.52,12.96,4.17,4.11,34.27,0.0,40.97,30.38,8.7,320.0,6.8,123.7,0
333.58,48.33,15.92,4.17,3.77,76.39,1.64,87.76,18.54,0.0,128.92,274.1,105.8,2
340.93,44.05,12.49,4.15,4.04,23.76,1.67,33.81,38.18,11.78,509.93,0.6,136.4,0
349.43,95.11,43.03,4.2,3.65,65.24,2.67,70.6,28.84,0.1,73.31,54.7,119.5,2
328.01,36.23,7.15,4.17,4.11,52.45,0.0,54.13,23.18,7.57,472.09,0.5,117.7,0
360.24,110.8,38.69,4.17,4.12,54.88,1.02,69.11,35.02,7.58,234.71,0.0,102.7,2
343.47,83.31,27.22,4.2,4.11,53.96,1.67,49.56,24.82,11.27,449.76,24.1,92.5,0
377.33,80.34,32.72,4.18,4.12,31.76,0.0,44.66,26.91,10.17,515.47,13.3,120.7,0
337.52,75.65,26.27,4.16,3.74,52.38,2.63,55.9,31.04,1.16,153.88,37.5,110.2,0
349.91,57.07,24.08,4.18,3.7,66.55,2.74,72.82,29.11,8.34,163.15,139.6,95.7,2
369.22,40.62,12.74,4.19,4.13,2.14,0.0,7.19,32.43,7.66,390.84,3.2,151.6,0
349.32,14.4,6.44,4.18,4.06,89.36,0.14,97.35,20.41,0.0,558.73,0.0,65.8,1
360.93,49.0,23.65,4.17,4.15,44.33,0.97,52.81,18.71,2.76,593.94,1.6,104.1,0
363.99,45.93,12.8,4.13,3.99,40.82,0.0,45.35,26.45,10.36,407.7,19.8,119.4,0
345.91,103.37,27.33,4.18,4.1,58.95,1.27,62.72,40.54,0.37,337.29,12.8,107.7,1
375.94,72.42,23.18,4.12,3.54,89.55,1.31,90.11,34.59,0.0,68.15,0.0,84.2,2
341.6,125.54,47.3,4.19,4.14,22.66,0.0,25.57,23.11,9.46,380.53,0.2,134.3,0
354.33,23.46,6.78,4.11,3.99,32.65,0.0,41.01,32.24,3.81,0.0,194.2,126.1,2
357.31,71.84,28.1,4.18,3.98,84.87,0.0,80.73,8.48,5.82,201.85,265.0,92.8,2
342.52,76.69,28.88,4.14,3.99,41.83,2.16,41.16,25.3,6.3,387.63,30.1,129.9,1
348.91,115.07,44.01,4.12,4.12,25.62,0.35,27.45,20.63,5.16,438.0,0.0,134.5,1
316.2,49.2,15.23,4.12,3.98,35.7,0.93,42.3,28.47,4.32,35.31,35.5,101.7,2
324.74,53.73,18.28,4.15,4.17,27.44,0.0,35.26,8.16,7.8,236.44,0.0,128.6,0
351.54,70.91,20.27,4.14,3.4,107.29,3.32,114.33,34.64,3.91,30.44,89.4,74.3,2
345.25,59.79,16.35,4.2,4.07,48.77,0.0,59.91,36.82,9.91,242.71,13.0,102.6,0
377.27,65.19,19.42,4.15,4.13,45.44,0.07,49.27,29.48,5.86,349.39,4.4,115.7,0
320.03,70.62,18.49,4.17,4.13,67.4,0.0,73.52,19.96,13.23,275.43,0.8,85.1,1
361.59,96.88,42.83,4.2,4.12,32.66,0.0,32.24,26.17,5.81,479.97,16.8,103.5,0
366.19,25.51,8.65,4.18,4.17,37.12,0.0,42.09,36.73,7.18,479.27,4.0,121.9,0
352.63,10.27,3.96,4.14,3.87,101.8,1.56,103.41,28.82,0.0,0.0,162.0,64.9,2
357.0,50.08,19.03,4.18,4.08,105.74,0.14,113.65,30.55,5.45,508.41,36.5,61.0,1
338.87,73.8,23.08,4.2,4.11,10.02,0.0,8.35,27.64,8.85,490.56,12.5,138.5,0
357.47,97.07,34.33,4.14,4.11,38.19,0.42,38.24,27.48,5.45,376.01,5.8,123.0,0
348.58,73.69,22.0,4.18,4.06,88.01,0.6,99.8,37.47,6.46,299.91,12.2,79.9,1
373.26,78.93,28.26,4.14,4.01,102.59,0.0,109.59,43.03,3.0,82.49,245.3,50.5,2
341.68,29.85,9.54,4.18,4.09,32.23,0.71,36.07,16.6,7.11,372.11,41.6,121.1,0
360.34,93.25,46.75,4.12,4.03,7.51,1.22,5.17,25.3,10.95,0.0,29.7,140.7,1
346.75,67.32,27.06,4.19,4.13,36.04,0.94,40.42,18.27,5.53,399.49,32.7,110.2,0
336.36,17.35,3.48,4.19,4.07,33.81,0.17,38.6,11.75,8.77,662.5,6.5,107.6,0
368.97,115.89,34.19,4.19,3.85,79.17,3.13,91.41,26.77,4.66,241.05,168.5,83.2,2
359.5,99.8,35.38,4.11,4.12,37.43,1.38,37.13,10.4,8.97,378.09,24.3,114.7,0
334.77,84.33,28.18,4.18,4.08,4.97,0.47,9.99,3.71,6.57,420.93,2.1,165.8,0
359.39,44.69,17.27,4.13,4.07,68.78,0.27,67.05,31.04,4.63,335.46,54.5,100.8,1
348.88,19.88,5.99,4.17,4.12,11.74,0.92,18.73,10.36,8.72,377.85,2.8,147.7,0
332.58,51.72,13.36,4.17,3.66,50.56,1.44,47.81,24.9,6.7,7.1,102.6,110.9,2
340.81,17.64,6.25,4.11,3.95,37.71,0.0,35.32,23.05,13.03,386.06,60.0,120.8,1
361.73,62.01,19.21,4.2,3.6,96.79,2.83,104.57,37.25,0.0,133.79,226.2,69.3,2
369.47,46.66,13.41,4.19,3.98,14.59,0.45,7.24,25.42,7.27,484.49,53.2,149.6,1
338.78,112.86,47.9,4.15,4.07,41.58,0.0,43.94,19.04,14.17,458.76,4.4,130.0,0
356.63,38.27,16.62,4.19,4.15,22.83,0.0,20.89,21.38,8.02,404.56,48.6,120.5,1
354.15,84.93,30.97,4.19,4.15,53.97,0.19,62.56,17.93,4.94,476.07,41.4,110.9,1
348.37,160.57,35.81,4.16,4.11,33.69,0.3,41.59,11.83,6.76,626.13,19.2,121.2,0
320.2,47.41,13.29,4.19,4.1,33.57,1.94,39.79,26.18,6.14,421.7,6.7,133.7,0
363.57,96.7,32.27,4.14,3.68,142.75,2.83,150.82,17.89,5.76,59.82,180.7,40.1,2
372.94,104.41,35.1,4.15,3.99,90.51,1.64,101.03,32.81,4.09,0.0,290.2,72.7,2
360.06,80.21,36.27,4.2,4.15,45.56,1.58,47.46,25.95,12.85,167.81,4.2,124.1,1
336.38,83.66,27.04,4.19,4.15,24.71,0.05,30.32,19.64,11.06,426.39,1.7,129.0,0
361.14,88.84,32.31,4.19,4.13,34.51,1.27,39.55,1.05,6.7,185.12,0.7,130.2,0
369.3,54.47,27.24,4.19,3.97,47.01,0.0,50.71,45.51,7.92,287.45,20.5,128.3,1
344.08,4.73,1.44,4.19,3.98,71.71,1.43,72.28,13.29,11.86,376.09,58.4,94.6,1
370.7,82.84,32.44,4.19,4.16,19.81,0.0,31.25,19.03,5.89,490.53,28.0,160.1,1
363.53,145.98,42.88,4.2,4.02,25.74,0.09,37.15,32.51,14.38,569.54,63.7,130.8,0
344.98,55.12,14.35,4.13,3.77,37.64,2.06,40.28,38.99,4.25,197.29,258.9,127.8,2
364.53,33.14,10.03,4.12,4.17,45.59,1.04,48.14,20.85,6.05,533.7,25.7,109.0,0
349.4,47.05,17.0,4.2,4.04,53.14,0.0,58.78,18.98,13.46,204.37,44.0,126.0,1
338.69,85.62,23.28,4.16,4.08,38.34,0.0,41.19,33.17,8.59,262.51,16.0,111.6,1
354.37,56.34,24.31,4.13,4.15,41.12,0.18,47.61,16.07,10.68,331.79,20.1,125.4,0
350.59,58.9,20.49,4.09,4.14,52.8,0.0,55.33,12.86,5.04,414.1,18.8,130.6,0
326.69,90.65,22.81,4.16,4.07,54.6,0.0,59.92,15.62,5.26,315.83,0.0,117.3,1
353.9,56.45,16.43,4.15,3.98,53.59,0.16,56.55,30.04,4.69,188.58,17.3,117.4,1
343.16,69.99,21.88,4.15,3.94,46.08,1.02,49.39,20.75,9.1,230.37,0.0,108.0,1
328.31,106.28,31.5,4.08,4.11,39.34,0.47,41.22,26.13,8.09,247.52,0.7,131.8,0
349.98,93.63,27.98,4.16,4.14,77.78,0.0,79.32,25.23,3.01,274.74,14.3,92.2,1
379.0,89.21,32.89,4.11,4.11,48.19,0.67,51.3,31.62,6.9,316.92,10.5,111.4,1
340.93,109.65,31.31,4.19,3.94,52.35,1.86,60.56,26.92,6.47,139.56,308.6,107.4,2
347.0,12.09,5.22,4.19,4.13,45.62,0.0,55.55,39.24,11.84,269.54,21.1,100.8,0
352.3,47.88,11.54,4.19,3.78,46.88,2.33,49.64,29.8,2.73,19.48,242.5,128.9,1
338.19,96.31,38.17,4.16,3.86,101.21,0.0,111.98,5.72,0.0,85.33,111.8,59.9,2
314.23,29.51,9.18,4.11,4.11,62.68,0.0,71.27,32.24,10.29,445.16,25.8,95.6,1
319.51,87.34,40.41,4.2,4.14,52.0,0.15,57.35,25.18,8.46,296.52,2.5,108.3,0
362.66,52.29,20.42,4.16,4.09,27.55,2.05,32.75,26.97,9.16,479.83,27.7,121.9,1
339.93,48.3,11.83,4.2,4.17,12.27,0.0,15.36,21.94,10.09,429.48,24.8,143.6,0
342.94,100.78,47.36,4.19,3.9,45.78,1.2,48.97,18.48,4.27,42.78,20.7,118.4,2
341.92,36.27,13.53,4.18,4.13,48.76,0.89,53.47,10.51,10.13,262.86,11.0,131.8,0
348.2,19.29,9.5,4.12,4.11,44.14,0.0,50.99,31.36,6.14,250.21,0.0,110.6,1
365.83,81.06,26.59,4.1,3.99,65.76,1.1,70.86,25.19,4.11,377.87,66.5,107.1,1
334.94,77.68,23.56,4.16,4.08,82.78,0.13,82.73,39.76,7.46,476.38,39.2,82.9,1
362.98,101.16,31.43,4.16,4.12,55.88,0.0,59.89,29.54,10.57,272.27,39.4,96.7,0
343.77,55.52,11.22,4.18,3.75,72.6,0.48,77.57,35.42,0.0,140.93,0.0,99.8,2
338.63,49.81,13.17,4.17,3.62,58.33,3.91,64.23,35.28,4.89,0.0,131.9,100.8,2
372.62,46.92,12.74,4.17,4.08,38.94,0.83,48.96,31.57,8.64,357.01,16.3,119.0,0
360.65,75.72,24.72,4.2,4.13,58.01,0.0,58.58,27.28,9.56,188.26,36.5,118.4,1
347.81,28.5,8.33,4.16,3.6,71.19,2.34,72.5,36.15,6.5,64.78,70.7,108.9,2
334.54,20.82,9.06,4.14,4.07,33.66,2.91,38.0,22.12,4.64,270.01,6.3,124.7,1
356.8,93.9,40.69,4.16,4.12,61.71,1.02,63.64,27.78,10.15,597.15,0.1,101.9,0
337.75,5.8,1.93,4.08,4.14,40.41,0.0,44.42,16.76,9.77,543.42,29.2,120.6,1
328.99,25.2,6.71,4.17,3.53,35.95,4.28,39.58,38.72,5.07,137.08,150.9,127.6,0
362.37,112.17,33.31,4.08,3.84,73.68,1.88,71.74,33.28,5.66,33.11,303.3,99.6,2
358.46,61.77,22.09,4.18,4.14,30.44,0.07,33.44,26.89,7.49,327.54,59.6,118.1,1
348.76,72.29,26.93,4.18,4.15,60.02,0.28,65.25,16.38,14.16,306.38,7.4,107.4,0
360.25,35.13,11.83,4.15,4.06,48.38,0.96,45.48,28.7,7.45,419.48,0.0,111.0,1
342.62,136.6,42.45,4.18,4.14,21.47,0.1,17.67,13.93,7.05,388.33,20.8,146.1,0
359.37,117.06,51.82,4.11,4.02,72.29,3.44,75.49,24.84,7.14,369.15,31.8,91.6,1
360.53,37.34,13.09,4.13,4.0,67.1,1.42,67.45,36.24,1.88,303.49,167.6,87.1,2
346.29,8.89,2.6,4.08,4.01,33.36,0.0,46.96,28.4,8.62,450.47,1.9,109.3,0
385.64,105.16,43.58,4.17,4.17,45.64,0.0,52.76,28.39,12.42,429.79,10.1,101.8,0
341.13,5.05,1.54,4.19,4.1,39.34,0.0,46.49,26.22,11.41,403.31,2.2,126.1,0
351.11,83.9,35.4,4.2,3.76,35.93,3.92,36.45,35.55,5.8,122.84,136.1,131.7,2
344.84,19.43,5.76,4.2,4.12,59.79,0.33,75.71,22.81,0.0,341.81,35.1,102.3,1
353.41,55.71,21.37,4.16,3.84,108.03,2.86,119.05,20.66,6.36,62.1,131.6,46.2,2
357.86,1.77,0.6,4.17,4.06,56.42,0.27,49.86,30.13,14.79,301.99,37.8,101.2,0
350.78,102.54,20.78,4.16,4.15,43.5,0.04,53.78,27.51,3.95,546.38,32.1,105.9,2
362.3,145.58,52.8,4.16,3.62,119.84,1.95,122.62,29.17,0.0,33.66,75.4,65.5,2
346.39,39.14,13.32,4.19,4.03,35.85,0.37,34.83,24.43,8.83,377.43,22.8,145.1,0
350.38,55.15,16.8,4.17,4.19,43.44,0.0,47.81,19.17,8.22,292.98,32.8,115.3,0
363.97,113.9,41.72,4.16,3.56,140.71,2.15,144.17,22.06,4.08,114.79,170.1,20.6,2
329.35,41.68,15.54,4.15,3.59,59.05,2.06,60.54,42.3,0.0,24.89,232.3,104.4,2
351.14,50.54,17.94,4.13,3.57,104.63,2.89,108.54,16.76,0.0,92.19,179.4,72.1,0
340.78,69.88,24.12,4.17,4.16,29.09,0.0,39.87,26.29,7.6,255.31,11.3,134.2,0
333.37,29.87,8.75,4.1,3.88,85.23,1.8,87.5,25.09,0.0,189.65,78.0,98.0,2
364.82,75.79,32.78,4.19,4.16,31.27,1.3,28.3,44.14,8.25,259.73,7.1,122.8,0
366.15,71.86,21.42,4.14,3.58,99.37,2.2,107.03,15.9,3.73,148.84,190.0,82.5,2
316.15,90.5,32.87,4.07,4.17,53.23,0.0,58.25,17.48,9.36,501.66,33.0,85.9,0
391.45,60.2,31.7,4.17,4.09,0.0,0.0,6.66,18.72,3.5,492.42,2.5,152.7,0
348.86,13.65,6.27,4.16,4.09,60.19,0.0,62.46,30.61,9.4,376.3,20.5,103.4,1
340.04,8.63,2.85,4.2,3.87,68.93,1.47,68.42,17.66,0.78,0.0,179.3,105.5,2
363.81,26.48,9.44,4.15,4.06,62.76,0.89,66.37,14.07,8.92,42.85,264.0,109.0,2
377.94,58.77,20.46,4.18,4.13,34.62,0.0,41.6,27.89,4.3,335.11,1.5,114.3,0
349.05,120.86,55.1,4.12,4.16,23.99,0.03,28.18,39.74,11.02,470.4,19.2,126.3,0
357.9,47.77,14.69,4.18,4.18,28.06,0.0,39.63,15.77,10.94,503.26,2.8,111.7,0
335.64,9.08,3.02,4.2,4.09,30.24,1.08,29.31,33.0,9.16,512.99,70.1,143.0,1
356.63,40.77,12.18,4.17,4.02,57.66,0.17,60.09,25.46,4.5,471.15,51.2,101.0,1
323.52,13.82,3.56,4.18,4.06,24.32,0.54,32.53,-1.62,7.85,436.38,0.5,135.7,2
360.8,48.62,15.05,4.2,3.83,56.89,2.14,63.25,38.04,2.85,273.4,357.0,98.7,2
350.34,10.53,2.49,4.09,4.18,64.77,0.0,71.66,25.69,3.25,126.27,0.0,105.7,2
351.6,27.9,8.5,4.15,4.12,84.89,0.0,77.07,2.49,11.2,313.09,68.7,97.6,1
357.27,19.07,8.08,4.15,4.17,40.27,0.0,46.57,30.77,9.57,314.17,90.2,134.9,1
346.9,17.42,4.58,4.13,4.15,41.58,0.53,47.9,26.48,6.26,411.48,5.6,114.5,0
348.99,99.86,33.18,4.2,3.48,57.27,3.38,66.29,40.95,6.71,46.05,366.6,112.8,2
352.6,19.95,6.6,4.17,4.17,35.79,0.17,38.54,30.12,10.39,292.08,0.6,126.7,0
350.85,4.49,1.31,4.13,3.94,85.89,0.72,86.23,27.88,10.79,121.82,38.0,66.5,1
365.24,47.43,16.9,4.09,3.53,75.1,2.3,80.57,34.92,5.02,190.95,114.7,83.4,2
343.46,60.7,23.57,4.17,3.89,110.66,1.38,119.49,30.35,5.32,144.59,379.0,72.0,0
347.44,57.16,19.53,4.19,4.05,57.66,1.27,58.3,26.92,16.77,661.26,19.3,115.0,1
369.52,70.72,27.28,4.18,4.1,13.03,1.13,20.86,23.47,11.57,432.14,0.1,143.7,0
350.13,112.65,36.42,4.2,4.08,42.92,0.0,47.4,30.24,8.58,329.71,1.0,112.4,0
355.21,59.94,29.13,4.19,3.51,77.88,3.9,79.72,29.12,2.15,134.37,190.1,98.3,2
325.39,69.09,29.6,4.18,4.13,15.43,1.6,21.49,17.09,12.18,240.6,69.1,131.6,2
345.31,14.08,5.33,4.15,3.83,66.31,0.88,70.71,30.73,3.44,175.83,0.0,96.2,2
341.12,103.24,35.97,4.19,4.17,66.05,1.32,60.65,25.36,10.19,414.41,34.3,89.3,1
346.09,79.16,33.52,4.15,4.15,28.5,0.0,38.19,14.31,8.48,548.03,9.1,134.0,0
356.12,11.37,3.89,4.12,4.17,39.56,2.09,45.73,13.56,5.79,649.8,37.7,114.9,1
336.23,11.33,3.05,4.18,4.09,29.48,0.65,38.87,35.21,5.83,629.4,18.4,128.0,0
343.67,44.01,11.28,4.19,4.12,57.07,0.59,52.34,16.68,3.73,504.66,43.3,114.1,1
353.03,46.54,15.33,4.07,3.86,90.13,2.25,102.78,16.28,9.32,193.3,91.0,72.2,2
348.59,18.42,6.08,4.14,4.13,16.75,0.7,32.2,30.64,9.12,361.29,49.3,146.2,0
362.65,131.35,50.93,4.12,3.68,36.77,3.9,42.31,19.26,3.9,198.97,187.0,115.0,2
355.73,78.87,32.15,4.19,3.62,68.32,2.76,71.12,47.19,6.65,0.0,60.0,94.4,2
354.64,82.51,28.92,4.1,4.19,41.3,0.0,48.88,19.96,11.94,375.33,7.0,117.8,0
366.23,7.78,3.46,4.14,4.16,32.08,0.0,32.32,25.68,7.1,512.69,10.1,122.8,0
350.38,58.04,21.02,4.18,3.98,76.38,0.28,82.8,40.36,0.0,123.66,266.6,89.2,2
362.49,34.06,8.82,4.13,3.84,81.11,1.66,82.54,21.85,7.55,225.71,61.1,107.3,2
345.26,108.98,25.9,4.14,3.46,75.9,4.12,81.61,20.02,3.05,41.6,35.9,84.0,2
366.76,19.89,8.74,4.08,3.77,30.05,1.63,30.29,43.38,8.19,93.63,69.0,118.7,2
322.14,72.16,24.87,4.19,4.19,23.37,0.02,31.84,39.48,5.77,345.1,2.4,119.6,0
355.89,18.22,9.09,4.19,4.14,57.62,0.0,63.59,24.2,12.45,586.71,16.7,102.5,0
366.78,85.2,23.69,4.18,3.93,42.24,1.49,53.15,34.8,4.02,83.82,232.7,104.8,2
348.66,65.97,21.84,4.13,4.02,76.7,1.3,83.2,27.9,5.49,525.53,22.9,92.7,1
354.79,105.53,37.18,4.19,4.13,52.5,0.0,57.71,23.98,0.94,398.89,42.6,116.8,1
349.89,41.99,14.18,4.14,4.17,29.5,0.0,37.38,42.36,7.99,430.91,5.0,118.2,0
351.73,124.45,46.08,4.19,3.48,0.0,3.45,1.5,25.88,0.0,104.57,210.4,135.5,2
367.85,37.99,23.76,4.19,3.57,68.75,2.94,74.52,20.48,3.15,0.0,317.6,85.4,2
374.29,43.78,15.62,4.18,4.15,15.46,0.85,14.52,24.5,2.45,345.14,10.5,139.2,0
338.38,61.46,13.66,4.18,4.07,47.99,0.0,49.22,21.1,3.65,294.4,59.8,92.8,1
336.85,159.03,44.07,4.19,4.18,55.05,0.12,64.62,20.93,4.17,447.5,43.2,122.1,1
353.49,29.57,11.58,4.09,4.08,10.09,1.14,17.45,17.19,9.5,237.1,5.5,146.2,1
325.46,87.61,32.94,4.18,4.13,34.11,0.0,35.31,22.04,7.57,355.05,3.3,109.8,2
351.2,40.47,9.9,4.15,4.0,57.45,0.4,57.42,21.52,0.0,473.15,61.7,106.2,2
346.27,38.32,12.75,4.18,4.15,48.51,0.0,58.72,25.12,11.7,402.92,20.0,93.1,0
349.18,103.03,31.01,4.17,4.16,53.87,0.26,57.56,15.84,8.88,518.75,4.1,100.4,1
331.79,18.52,6.28,4.17,3.73,135.3,1.44,132.75,34.7,14.82,0.0,84.9,45.9,2
358.23,2.59,0.94,4.11,4.08,64.7,0.9,65.6,28.05,3.66,356.36,50.5,102.2,1
362.06,82.81,36.46,4.2,4.15,17.03,0.03,21.22,24.56,11.5,436.29,20.9,146.3,0
330.96,40.28,14.66,4.18,4.08,44.09,1.84,47.87,27.74,10.91,423.77,42.3,112.9,1
359.85,126.03,58.59,4.09,4.14,76.54,0.08,81.01,13.24,12.3,407.88,46.5,89.6,1
333.86,9.31,2.02,4.2,4.11,58.78,0.0,59.12,37.07,7.49,229.13,116.9,117.8,2
349.27,35.26,9.64,4.16,4.11,53.69,0.0,63.31,14.9,8.74,267.79,40.9,104.7,1
350.66,67.47,24.37,4.11,3.59,0.0,2.1,0.0,7.22,3.57,97.22,193.1,175.2,2
344.93,34.43,8.7,4.19,4.05,31.36,0.0,33.02,36.62,13.59,320.53,1.9,119.8,0
359.2,135.98,43.19,4.16,4.16,41.98,0.3,52.76,39.29,8.42,352.78,56.9,110.5,1
349.08,50.17,16.52,4.19,4.01,56.25,0.0,51.85,19.64,3.97,449.69,17.0,97.8,0
345.93,27.7,9.09,4.2,4.11,38.93,0.0,44.05,26.65,4.82,348.27,0.7,120.7,1
332.18,9.36,3.8,4.11,4.15,37.78,0.0,41.82,19.16,8.65,262.43,20.4,129.1,0
345.93,50.37,15.85,4.17,4.14,76.06,0.0,74.29,23.79,5.18,192.58,8.8,107.4,1
366.33,63.39,22.8,4.12,4.09,57.84,0.0,58.73,11.85,6.99,485.3,29.1,109.1,1
333.57,44.2,16.22,4.18,4.01,69.73,0.51,77.7,34.93,7.19,460.5,26.5,96.9,1
324.68,89.69,34.49,4.2,4.06,73.99,0.64,73.04,21.7,17.39,516.87,18.7,89.8,1
329.78,4.17,1.34,4.14,4.09,62.03,0.86,63.67,24.74,6.18,30.55,34.5,113.8,1
346.35,23.36,7.92,4.17,4.13,45.36,1.19,51.87,11.11,5.7,417.15,14.7,109.6,1
353.33,108.94,42.36,4.15,3.87,35.41,2.99,42.0,16.48,3.3,0.0,55.7,115.2,1
336.51,57.68,14.86,4.19,4.08,47.76,0.72,55.79,33.03,6.52,311.77,0.0,129.5,1
346.8,143.67,47.59,4.17,4.14,57.03,0.0,57.42,17.58,4.29,344.21,53.2,119.4,1
350.6,34.73,17.04,4.16,4.13,60.3,0.0,62.51,26.24,11.11,328.56,13.5,119.6,0
348.88,44.7,18.27,4.1,3.81,20.03,3.1,16.85,28.99,4.26,101.21,0.0,138.6,0
344.74,44.1,16.94,4.14,4.09,56.74,2.1,69.61,42.75,5.71,152.47,16.2,94.5,1
317.74,128.04,30.02,4.14,3.89,72.68,1.42,73.49,20.55,0.24,113.55,49.3,89.3,2
339.28,13.21,5.9,4.19,4.18,60.98,0.08,70.76,16.87,11.86,328.35,74.8,89.2,1
329.1,179.37,50.23,4.17,4.06,52.85,0.0,53.94,22.97,4.59,332.12,19.9,82.3,1
354.84,25.93,9.52,4.12,4.15,21.8,0.0,25.68,13.46,6.52,344.82,55.8,125.5,2
359.13,44.38,12.12,4.2,4.07,30.21,0.0,25.0,31.49,6.87,434.15,8.5,128.0,0
350.57,65.53,15.71,4.14,4.06,80.67,2.65,87.13,22.28,4.8,97.64,136.4,67.8,2
354.33,11.33,3.88,4.17,4.1,36.96,0.0,33.48,44.42,5.13,581.05,2.4,117.7,1
367.6,82.12,37.71,4.11,4.16,49.22,0.0,49.31,23.55,10.02,768.58,20.2,99.5,0
337.64,57.01,19.82,4.2,4.0,67.02,0.0,71.55,20.67,8.6,169.94,0.0,103.1,2
380.84,26.27,11.66,4.14,4.16,44.33,1.98,53.11,18.75,11.66,464.69,7.7,105.5,0
343.01,1.84,0.71,4.19,4.08,49.81,0.36,55.0,28.08,0.77,242.9,0.0,122.6,1
338.06,6.42,2.47,4.19,3.63,47.36,1.85,53.85,35.03,0.0,206.25,168.4,111.2,2
350.22,32.21,6.43,4.15,3.9,78.08,1.02,81.81,9.19,1.82,77.09,84.3,84.0,2
364.22,2.5,1.07,4.15,4.19,61.14,0.0,71.42,41.36,6.84,98.4,0.0,100.3,1
370.05,60.49,18.8,4.17,4.08,38.01,0.79,39.88,32.49,6.65,505.98,4.9,132.8,0
356.15,43.72,14.38,4.17,3.68,69.95,1.36,75.22,27.29,8.67,135.9,104.2,84.4,2
352.06,85.72,22.25,4.15,3.55,62.24,4.6,65.35,38.08,0.14,0.0,368.7,103.3,2
353.21,156.28,55.72,4.11,4.06,37.51,0.77,36.2,26.25,9.73,291.46,45.8,109.5,1
361.83,54.24,18.23,4.16,4.05,55.65,1.53,64.29,8.06,7.88,433.3,43.2,122.6,1
344.28,97.13,42.74,4.14,4.13,45.16,1.62,48.99,6.27,3.46,447.31,4.4,90.8,0
365.33,19.0,4.74,4.17,3.68,67.9,2.55,82.4,22.04,0.0,146.74,70.3,108.7,0
