SoC,Internal_Res,Cycle_Count,DoD,Cell_Imbalance,Coulombic_Eff,Pol_Voltage,Stress_Index,Label_Health
72.1,80.5,396,39.83,0.103,97.53,0.14,0.07,1
18.0,56.2,843,66.68,0.0,99.39,0.01,0.25,0
63.6,53.7,1111,25.75,0.088,97.35,0.21,1.55,1
68.2,68.4,600,87.3,0.0,98.38,0.05,1.16,0
13.8,81.3,1102,38.74,0.108,98.71,0.07,1.06,1
89.4,96.9,492,23.23,0.004,99.15,0.13,0.0,0
85.5,73.4,1393,68.61,0.178,97.95,0.12,0.92,1
83.4,110.6,3016,38.71,0.029,97.56,0.05,2.72,1
19.4,62.0,1349,15.77,0.042,97.74,0.05,0.69,0
95.1,109.0,2297,79.04,0.178,96.59,0.13,2.04,1
17.8,66.5,90,18.85,0.043,98.53,0.01,0.0,0
18.8,96.0,2121,19.3,0.087,97.8,0.18,2.6,1
30.0,50.0,98,49.5,0.0,99.28,0.0,0.04,0
50.0,58.8,111,23.66,0.0,97.78,0.02,1.0,0
29.8,68.5,770,87.07,0.019,96.72,0.09,0.51,1
83.7,61.8,1336,51.94,0.022,99.7,0.18,1.6,1
55.8,57.6,428,48.19,0.089,97.53,0.0,0.28,0
64.4,61.0,1489,72.2,0.044,97.29,0.01,2.29,0
92.4,70.5,637,36.79,0.07,97.9,0.1,1.04,1
64.6,50.4,1330,21.26,0.0,97.73,0.04,1.28,0
72.6,50.0,908,42.57,0.0,99.04,0.15,1.23,0
69.7,50.0,45,45.9,0.016,98.5,0.05,0.0,0
49.1,125.0,1234,57.56,0.119,97.33,0.24,1.97,1
39.8,50.0,1541,38.3,0.109,97.85,0.04,1.98,1
58.9,87.0,1549,46.0,0.032,96.88,0.09,2.36,1
97.8,82.3,617,43.43,0.119,97.26,0.14,1.41,1
84.9,75.1,1364,52.89,0.009,99.17,0.19,1.52,1
74.0,50.0,272,56.7,0.086,98.11,0.15,0.0,0
70.2,65.2,260,11.21,0.02,98.77,0.06,0.56,0
53.7,78.7,855,88.1,0.0,98.93,0.02,0.14,0
75.9,60.3,1395,70.35,0.096,99.09,0.17,1.03,1
30.7,93.6,1369,30.39,0.084,95.63,0.1,1.23,1
90.2,75.0,2632,86.58,0.09,96.84,0.23,2.96,1
30.0,50.0,743,21.32,0.112,99.13,0.06,1.3,0
19.3,50.0,0,77.31,0.0,100.0,0.1,0.75,0
14.8,86.1,880,12.37,0.054,100.0,0.14,0.44,1
27.0,50.0,646,69.83,0.023,98.34,0.12,0.67,0
12.8,68.6,2179,88.88,0.069,97.9,0.13,2.38,1
19.6,94.9,1722,63.77,0.086,96.39,0.19,1.81,1
12.7,74.9,1424,78.35,0.098,95.26,0.12,1.6,0
33.4,80.6,1282,41.16,0.072,96.65,0.17,1.6,1
61.9,140.8,1957,52.31,0.105,95.19,0.15,2.94,1
88.4,88.9,1184,28.86,0.109,98.08,0.14,1.69,1
92.3,52.2,567,60.36,0.117,98.37,0.0,0.98,0
16.0,50.0,1176,34.52,0.0,98.12,0.17,1.75,0
96.5,53.0,410,28.1,0.013,99.95,0.05,0.0,0
44.7,50.0,341,30.04,0.094,96.98,0.03,0.26,0
81.7,56.6,753,16.18,0.036,97.06,0.08,0.5,0
47.6,89.2,790,32.28,0.026,96.37,0.12,1.0,1
65.8,76.6,1156,88.16,0.092,99.82,0.07,1.24,0
17.5,81.9,1552,10.18,0.058,97.37,0.24,1.98,1
97.9,56.3,663,13.48,0.0,97.65,0.04,0.2,0
15.0,50.0,517,16.36,0.029,100.0,0.04,0.0,0
96.5,62.3,784,61.08,0.068,98.73,0.01,0.38,0
95.0,75.1,890,10.35,0.1,99.04,0.17,0.9,1
80.2,50.0,0,26.61,0.056,98.01,0.07,0.09,0
60.9,83.0,2574,44.55,0.068,97.37,0.17,2.96,1
99.9,74.1,1484,20.41,0.146,98.59,0.06,1.25,1
32.7,80.6,1470,38.55,0.0,97.38,0.11,1.78,0
11.5,105.3,2548,35.17,0.034,98.41,0.08,1.64,1
30.7,81.9,1600,73.54,0.128,98.91,0.07,1.57,1
13.0,76.7,1066,80.49,0.044,97.06,0.17,0.42,1
47.2,50.0,774,43.29,0.07,98.48,0.13,0.6,0
90.1,50.0,217,29.68,0.054,97.98,0.05,0.0,0
17.8,50.0,0,80.19,0.039,99.68,0.0,0.97,0
47.2,52.9,1365,83.58,0.091,98.01,0.13,0.95,1
57.5,53.8,723,32.92,0.0,99.42,0.19,0.85,1
39.7,73.2,1629,22.47,0.1,97.92,0.23,1.34,1
30.1,93.5,1706,27.19,0.115,98.27,0.13,1.45,1
22.4,50.0,273,80.05,0.0,98.51,0.18,0.0,0
92.7,74.5,226,62.24,0.032,98.08,0.0,0.28,0
69.7,94.2,1455,82.42,0.034,98.93,0.1,1.46,1
92.4,118.3,2024,80.83,0.0,98.84,0.12,1.84,1
89.0,65.9,423,61.37,0.037,96.93,0.11,0.0,0
54.0,95.8,1240,68.71,0.042,98.29,0.19,0.58,1
85.4,69.5,1519,53.36,0.081,99.31,0.11,1.51,1
48.0,50.0,633,13.92,0.093,98.16,0.03,0.17,0
68.7,84.6,2281,28.15,0.131,99.91,0.05,3.57,1
33.0,76.6,531,61.85,0.0,97.12,0.0,0.01,0
23.9,50.2,621,85.77,0.0,99.16,0.02,0.47,0
44.5,50.0,2200,50.26,0.088,98.67,0.18,1.54,1
64.4,50.0,0,84.73,0.044,97.41,0.0,0.23,0
13.2,50.0,1049,19.97,0.028,98.18,0.0,0.11,0
28.4,60.7,70,24.55,0.002,97.59,0.0,0.0,0
21.5,50.0,955,62.77,0.026,99.44,0.08,1.69,0
97.3,56.0,0,43.14,0.0,98.78,0.03,1.01,0
58.1,79.3,381,22.96,0.013,99.27,0.17,1.03,0
76.6,89.1,1671,89.96,0.041,99.34,0.18,1.71,1
23.2,103.9,1671,36.78,0.079,98.79,0.13,1.74,1
95.9,82.1,750,36.71,0.022,99.41,0.23,0.34,1
96.9,50.0,1099,68.9,0.062,97.45,0.12,0.62,0
77.5,99.0,749,83.24,0.055,99.06,0.21,0.34,1
85.0,91.3,1431,53.25,0.0,99.58,0.25,0.82,1
50.9,94.1,92,57.43,0.0,97.88,0.09,0.0,0
37.3,50.0,1272,17.88,0.062,97.36,0.01,1.64,0
81.0,64.6,754,15.71,0.122,96.94,0.15,0.36,1
93.4,99.7,2166,55.34,0.078,96.96,0.17,2.03,1
33.4,53.7,466,38.63,0.0,98.01,0.04,0.71,0
36.0,50.0,976,75.78,0.0,98.24,0.11,1.68,0
21.2,50.1,1753,71.49,0.038,96.34,0.04,2.03,1
57.8,62.4,395,58.04,0.037,97.9,0.09,0.85,0
53.4,61.4,0,29.02,0.0,99.46,0.03,0.0,0
73.3,79.2,1481,22.81,0.075,99.59,0.07,1.39,1
58.0,87.9,2180,59.4,0.097,97.83,0.16,2.76,1
87.0,50.0,0,45.75,0.0,98.93,0.01,0.0,0
44.3,82.7,1333,66.68,0.073,97.9,0.22,0.79,1
11.2,50.0,1181,83.46,0.024,97.74,0.03,0.96,0
51.3,63.1,1768,28.24,0.0,98.28,0.14,1.12,1
42.9,99.9,1348,16.88,0.084,97.16,0.13,2.09,1
49.3,106.0,362,47.07,0.037,98.25,0.06,0.45,1
62.2,61.0,575,77.45,0.002,98.9,0.12,0.67,0
97.8,104.4,1477,47.07,0.076,97.21,0.14,2.0,1
23.1,58.7,950,65.66,0.102,98.31,0.16,1.13,0
25.4,81.1,1908,70.71,0.0,97.72,0.12,1.83,1
88.2,66.2,474,11.72,0.0,95.28,0.08,0.84,0
33.6,50.0,958,30.89,0.0,97.89,0.02,1.1,0
36.3,112.0,1455,41.53,0.065,98.49,0.11,1.45,1
39.4,89.0,1473,51.94,0.0,97.52,0.1,1.71,1
26.1,94.5,1135,12.49,0.0,97.84,0.09,1.2,0
29.9,87.4,2845,72.22,0.042,96.58,0.19,2.23,1
56.8,50.0,1109,50.34,0.092,96.42,0.15,0.96,1
96.6,50.0,1034,35.17,0.0,99.18,0.0,1.31,0
71.1,82.4,1971,68.22,0.038,99.06,0.2,2.52,1
15.3,50.0,0,19.13,0.0,99.17,0.02,0.15,0
44.3,96.1,1108,84.77,0.021,96.5,0.17,0.59,1
17.1,75.6,11,82.42,0.025,98.76,0.0,0.0,0
49.3,50.0,0,80.42,0.068,98.73,0.01,0.0,0
60.6,73.0,1541,78.29,0.058,96.98,0.15,1.47,1
77.0,90.7,1797,42.78,0.0,97.65,0.16,1.84,1
93.8,50.4,0,62.61,0.03,99.0,0.1,0.0,0
61.5,55.4,757,11.67,0.0,97.69,0.0,0.69,0
22.8,93.7,1426,10.02,0.02,96.8,0.21,1.14,0
59.0,103.2,2073,22.17,0.13,97.5,0.31,1.88,1
74.5,64.5,1582,52.52,0.168,97.78,0.15,2.09,1
43.9,100.5,1590,11.03,0.03,99.42,0.21,1.55,1
93.2,50.0,494,77.71,0.03,99.29,0.03,1.2,0
16.5,104.4,1496,32.5,0.056,99.54,0.03,1.47,1
63.4,79.0,259,47.64,0.031,99.58,0.13,0.0,0
99.9,50.0,1328,85.39,0.012,98.17,0.1,0.61,0
88.0,54.2,1059,13.14,0.052,98.04,0.08,1.14,1
43.0,61.8,1819,28.38,0.1,98.9,0.14,2.12,1
34.8,71.8,573,11.77,0.046,97.25,0.09,0.87,0
32.0,56.5,129,57.67,0.039,99.94,0.07,0.61,0
53.3,60.5,560,14.65,0.045,97.16,0.01,0.81,0
93.6,87.9,878,73.92,0.0,98.3,0.09,0.53,0
46.3,58.2,0,39.17,0.0,97.66,0.04,0.0,0
48.6,87.9,1938,81.92,0.157,98.31,0.2,2.11,1
54.6,90.7,640,44.78,0.043,99.18,0.0,0.54,0
28.2,51.4,264,33.68,0.017,98.64,0.15,1.4,0
99.2,69.9,1121,63.76,0.041,97.17,0.15,1.56,1
76.4,50.0,795,72.6,0.057,99.19,0.0,0.4,0
49.4,135.0,2045,44.9,0.086,98.31,0.15,1.39,1
59.4,83.0,134,81.26,0.001,97.18,0.08,0.39,0
92.6,73.2,1959,10.47,0.097,98.29,0.18,1.61,1
82.5,82.2,0,20.87,0.076,99.72,0.0,0.18,0
15.2,86.6,2253,39.9,0.103,97.94,0.12,2.49,1
67.3,72.7,569,71.94,0.035,99.56,0.06,0.83,0
92.0,50.0,314,54.27,0.0,98.6,0.0,0.0,0
66.5,72.7,443,39.65,0.076,98.3,0.03,1.06,0
52.1,50.0,757,14.76,0.12,97.52,0.0,0.32,0
60.9,50.0,0,56.19,0.107,98.29,0.02,0.0,0
25.3,83.7,218,37.14,0.0,100.0,0.06,0.13,1
23.9,84.1,1874,61.49,0.116,98.01,0.16,1.24,1
48.3,78.2,1236,38.68,0.0,98.76,0.0,1.15,0
65.6,57.0,619,38.19,0.0,98.12,0.02,0.75,0
29.5,89.5,1883,11.51,0.032,99.18,0.18,2.29,0
59.5,58.7,1258,86.31,0.009,98.89,0.08,1.25,0
32.5,69.4,644,49.38,0.025,97.94,0.06,0.65,0
56.0,92.0,1248,82.73,0.0,98.76,0.14,1.38,0
60.8,92.8,1887,41.02,0.115,96.66,0.18,1.81,1
91.9,74.8,0,81.28,0.06,99.1,0.12,0.33,0
26.4,61.8,537,47.06,0.0,98.84,0.0,0.9,0
76.5,59.5,1736,66.55,0.0,96.08,0.12,1.55,1
20.5,50.0,1073,37.13,0.04,98.72,0.0,1.11,0
32.4,86.7,824,75.97,0.101,97.04,0.04,0.36,0
78.0,66.9,1304,89.8,0.062,98.23,0.02,1.63,1
53.5,50.0,0,18.14,0.016,99.93,0.01,0.8,0
72.2,50.0,366,82.68,0.0,100.0,0.0,0.49,0
86.0,74.9,2053,18.07,0.031,97.58,0.13,3.1,1
44.7,50.0,386,25.1,0.02,97.71,0.05,1.22,0
29.2,71.1,0,58.61,0.0,98.66,0.0,0.75,0
35.5,60.3,2387,86.18,0.096,97.43,0.17,2.5,1
72.9,50.0,437,15.08,0.004,97.3,0.04,1.01,1
37.7,92.4,1130,79.15,0.05,99.42,0.01,0.56,0
35.6,70.3,0,34.41,0.0,98.69,0.03,0.15,0
35.3,75.1,1632,37.13,0.181,98.26,0.16,2.46,1
24.4,68.6,1565,46.89,0.0,98.66,0.15,1.75,1
37.3,50.0,245,15.61,0.117,97.48,0.02,0.0,0
43.6,58.5,2009,55.58,0.0,97.07,0.15,1.85,1
40.6,86.9,1372,64.82,0.001,98.32,0.13,1.56,1
43.9,50.0,0,10.92,0.0,98.99,0.0,0.47,0
66.6,50.0,974,17.18,0.0,100.0,0.06,0.94,0
99.8,50.0,11,77.62,0.0,97.71,0.02,0.0,0
40.2,50.0,0,61.21,0.0,97.84,0.02,0.49,0
39.6,55.8,974,22.75,0.056,97.58,0.0,0.6,0
58.5,103.3,886,52.51,0.06,97.58,0.16,0.49,1
20.1,70.8,1499,29.04,0.017,98.82,0.09,2.21,0
83.3,58.6,0,27.4,0.0,99.77,0.03,0.0,0
69.2,96.4,1272,53.03,0.125,98.33,0.12,1.91,1
49.4,78.4,1033,56.33,0.0,98.31,0.06,1.33,0
34.9,96.8,2212,27.77,0.082,98.04,0.16,2.08,1
42.4,50.0,430,56.23,0.003,98.85,0.07,0.99,0
36.5,80.9,902,52.26,0.0,98.37,0.14,1.39,1
44.5,65.8,648,40.33,0.064,98.43,0.04,0.39,0
79.1,99.3,2584,47.95,0.043,97.65,0.18,1.38,1
25.2,70.1,1068,58.9,0.131,98.54,0.17,1.32,1
88.9,55.3,1268,76.68,0.0,97.53,0.07,0.51,1
98.7,68.8,542,79.81,0.022,98.75,0.0,0.07,0
59.1,80.0,1772,49.05,0.03,97.59,0.15,1.75,1
93.4,67.6,1786,47.2,0.007,98.29,0.24,1.95,1
79.3,50.0,240,44.46,0.051,100.0,0.12,0.73,0
82.7,50.0,1382,31.23,0.072,99.65,0.26,1.29,1
13.1,50.0,883,82.59,0.079,96.57,0.2,0.86,1
12.4,71.8,960,48.05,0.084,97.92,0.12,0.77,1
48.8,86.8,512,13.27,0.065,98.73,0.03,0.02,1
73.0,50.0,112,65.48,0.0,98.09,0.05,0.26,0
13.6,87.0,271,50.66,0.0,98.87,0.08,0.0,0
86.6,74.3,0,57.2,0.068,98.47,0.12,0.29,0
41.7,65.0,895,89.22,0.0,98.12,0.02,0.41,0
90.1,78.8,1479,64.37,0.05,96.99,0.1,2.57,1
30.9,54.5,548,79.79,0.061,97.63,0.0,0.38,0
29.4,77.5,2076,54.65,0.116,98.46,0.09,2.75,0
29.2,50.0,0,63.2,0.009,98.96,0.07,0.0,0
96.8,102.6,1420,58.8,0.027,97.93,0.11,1.54,1
92.3,61.3,0,14.69,0.031,98.52,0.12,0.77,0
97.3,73.9,854,56.02,0.121,99.3,0.19,1.27,1
35.2,79.8,585,86.85,0.034,99.35,0.0,0.49,0
98.6,118.5,1735,61.73,0.036,96.8,0.15,2.22,1
40.0,85.4,1370,51.85,0.0,96.85,0.12,1.53,0
76.1,85.4,1667,89.69,0.048,99.29,0.19,1.52,1
42.9,71.2,997,37.15,0.132,99.0,0.09,0.56,1
41.1,87.9,1482,25.14,0.048,97.33,0.13,1.32,1
67.1,50.0,313,22.85,0.036,99.9,0.0,0.65,0
84.2,67.2,442,78.15,0.052,99.61,0.0,0.19,0
70.6,53.7,0,70.84,0.042,97.66,0.02,0.29,0
96.3,50.0,394,73.42,0.014,98.57,0.09,0.46,0
94.9,79.1,458,59.43,0.115,97.19,0.16,0.4,0
76.8,100.4,1729,72.44,0.069,98.59,0.25,2.09,1
22.2,63.4,1537,51.65,0.079,98.06,0.18,1.33,1
47.4,94.0,1379,72.8,0.059,97.48,0.1,1.45,1
83.4,71.6,2173,53.39,0.101,98.73,0.18,2.57,1
55.6,90.1,761,58.98,0.025,96.59,0.07,0.0,0
10.1,71.4,1352,56.41,0.0,97.21,0.1,1.08,1
93.2,57.5,227,80.79,0.0,100.0,0.0,0.25,0
66.7,55.4,526,81.08,0.087,97.96,0.09,0.0,1
57.2,74.7,1427,54.48,0.0,98.33,0.17,1.53,1
16.9,74.2,1811,50.74,0.077,96.88,0.18,2.34,1
54.7,84.8,1534,39.71,0.104,97.92,0.09,1.15,1
96.3,81.2,1527,88.24,0.0,96.6,0.13,0.77,1
29.4,129.4,933,28.15,0.047,96.86,0.28,1.0,1
45.3,66.7,2546,16.52,0.0,97.55,0.16,2.14,1
23.9,82.8,1827,74.26,0.069,96.7,0.19,1.16,1
17.2,50.0,0,57.13,0.0,97.88,0.0,0.04,0
25.8,94.5,446,87.47,0.016,96.54,0.22,1.02,1
90.7,98.5,2227,32.43,0.029,96.16,0.18,2.58,1
36.3,123.1,669,43.66,0.025,95.22,0.15,0.76,1
80.5,62.5,1225,15.08,0.065,98.2,0.03,1.28,1
37.7,50.0,560,10.54,0.035,100.0,0.12,1.25,0
38.0,75.2,1601,36.03,0.0,98.19,0.2,1.11,1
61.1,60.0,2076,42.19,0.15,97.62,0.23,2.35,1
50.0,86.9,1145,85.64,0.053,99.06,0.13,1.12,0
19.1,75.9,0,14.69,0.051,99.95,0.08,0.0,0
13.2,101.1,2531,24.87,0.041,97.3,0.11,2.86,1
39.8,50.0,240,28.13,0.094,97.95,0.06,0.23,0
88.0,71.7,1522,89.62,0.0,99.36,0.1,1.42,1
87.2,93.9,2044,38.06,0.023,97.37,0.19,2.36,1
30.8,81.0,1083,46.48,0.115,96.78,0.14,0.85,1
60.0,84.3,307,82.76,0.005,100.0,0.0,0.11,0
39.7,54.1,1874,81.68,0.074,96.41,0.14,1.68,1
52.3,53.3,1187,43.44,0.054,97.38,0.08,1.3,0
62.6,50.0,378,82.9,0.0,100.0,0.07,0.28,0
63.8,88.8,2177,81.9,0.073,97.55,0.21,0.84,1
99.4,81.0,1443,80.73,0.156,98.61,0.19,1.92,1
55.5,50.0,0,70.04,0.026,98.27,0.05,0.5,0
90.5,74.9,885,65.79,0.0,98.95,0.08,1.3,0
70.6,66.3,0,31.65,0.004,100.0,0.0,0.59,0
29.9,60.4,1264,13.36,0.086,99.12,0.16,0.08,0
78.2,98.1,2021,84.18,0.162,97.01,0.02,1.56,1
59.2,50.0,116,74.65,0.006,98.49,0.13,0.04,0
15.6,50.0,0,62.14,0.02,99.94,0.0,0.08,0
23.5,116.7,1818,56.03,0.018,98.6,0.23,2.25,1
42.3,120.5,2875,89.33,0.091,96.57,0.16,2.86,1
38.9,63.1,186,75.53,0.0,98.73,0.03,0.49,0
71.6,67.1,543,25.51,0.0,97.82,0.0,0.68,0
71.6,54.7,1587,63.94,0.039,98.34,0.19,1.62,1
39.2,109.1,1788,69.49,0.035,97.38,0.2,2.13,1
69.8,77.7,1215,36.24,0.101,98.15,0.07,0.53,0
69.2,50.0,359,22.73,0.09,97.8,0.13,0.8,1
61.0,50.0,0,56.59,0.0,99.97,0.0,0.0,0
41.5,56.4,47,65.43,0.006,97.81,0.11,0.25,0
83.7,93.7,484,64.02,0.0,97.58,0.13,0.33,0
53.5,50.0,626,85.82,0.0,99.56,0.0,0.0,0
99.8,50.0,70,62.43,0.0,97.21,0.0,0.05,0
38.9,93.8,806,80.01,0.02,98.2,0.11,0.34,0
94.3,58.9,57,51.72,0.027,99.81,0.0,0.0,0
61.6,50.0,1597,48.03,0.0,98.54,0.19,2.11,1
33.1,94.0,1745,88.96,0.044,99.33,0.15,1.82,1
16.8,105.3,1107,54.82,0.0,99.22,0.1,0.97,0
39.1,76.6,772,40.78,0.017,98.25,0.12,1.31,0
87.5,65.3,54,14.55,0.003,100.0,0.01,0.0,0
66.4,73.1,680,55.01,0.041,99.25,0.1,0.4,1
20.9,50.0,0,84.09,0.0,97.63,0.0,0.0,0
28.1,96.9,691,39.14,0.118,97.14,0.12,1.12,1
41.0,83.8,738,48.18,0.065,98.62,0.02,1.61,0
85.2,95.4,1474,17.43,0.121,97.5,0.24,1.08,1
24.0,91.2,2368,22.53,0.059,97.39,0.26,2.76,1
53.7,87.9,2068,11.53,0.108,96.67,0.18,2.59,1
88.9,52.0,846,65.69,0.072,98.14,0.16,0.0,0
27.2,65.8,754,10.54,0.07,99.0,0.02,0.85,0
50.3,64.7,218,30.07,0.024,97.45,0.0,0.29,0
25.2,63.4,0,29.22,0.138,98.63,0.11,0.65,0
10.3,62.8,1822,44.43,0.063,97.93,0.18,0.99,1
36.5,63.3,1578,83.85,0.069,97.07,0.19,1.7,1
59.0,52.7,502,10.68,0.097,97.4,0.04,0.41,0
95.1,51.5,215,11.98,0.121,100.0,0.08,0.0,0
87.2,50.0,1338,29.24,0.02,98.05,0.08,1.5,0
31.2,67.2,0,55.08,0.045,98.79,0.0,0.12,0
63.6,56.2,1362,35.72,0.108,98.91,0.14,1.21,1
83.0,66.6,2072,29.42,0.031,96.74,0.24,2.14,1
26.8,70.2,451,22.9,0.0,96.97,0.06,0.48,0
30.0,90.2,1659,71.2,0.075,97.0,0.13,2.33,1
32.6,84.3,672,66.52,0.032,97.33,0.13,0.43,1
23.9,92.4,0,45.08,0.023,99.22,0.08,0.0,0
22.7,55.5,1565,71.56,0.0,97.76,0.05,1.9,0
60.9,69.6,1253,78.6,0.022,95.95,0.05,0.4,0
56.2,59.4,559,31.81,0.0,98.0,0.16,0.35,0
60.3,84.2,1250,64.58,0.057,96.38,0.1,1.29,1
21.5,54.2,0,68.21,0.01,97.86,0.12,0.08,0
63.8,50.0,77,29.88,0.0,98.52,0.08,0.02,0
33.2,75.1,483,79.08,0.0,96.8,0.0,1.4,0
37.5,61.6,328,55.01,0.016,99.56,0.05,0.32,0
76.5,102.4,1380,18.93,0.064,98.0,0.07,1.65,1
14.9,80.5,992,81.22,0.075,95.95,0.16,0.58,1
47.3,88.2,1359,73.14,0.037,96.32,0.18,2.03,1
17.5,53.3,997,59.2,0.02,97.77,0.12,1.43,1
30.3,102.9,1389,26.73,0.053,95.63,0.26,1.59,1
65.6,57.9,849,54.07,0.0,98.41,0.08,0.0,0
40.6,50.0,865,80.06,0.048,98.74,0.15,0.74,1
37.5,92.4,1242,13.52,0.038,98.76,0.1,1.57,0
38.7,112.7,1626,74.55,0.075,99.47,0.19,0.85,1
97.2,79.1,1068,12.84,0.085,99.56,0.11,1.39,0
93.4,80.2,1038,54.86,0.034,98.64,0.11,0.81,1
37.6,96.8,335,14.21,0.089,99.11,0.03,0.93,0
42.8,82.1,854,70.83,0.072,98.69,0.1,0.47,0
43.5,91.8,114,72.18,0.026,96.67,0.16,0.57,1
27.1,73.0,792,46.09,0.04,97.46,0.1,0.0,0
54.4,50.0,1278,37.16,0.133,99.1,0.24,0.27,1
21.2,63.3,803,13.04,0.0,98.32,0.2,1.38,0
32.6,50.0,409,42.04,0.101,97.44,0.07,1.03,0
81.4,73.3,160,33.3,0.021,97.92,0.15,0.17,1
92.1,75.1,0,33.74,0.027,98.07,0.0,0.92,0
29.8,50.0,1671,58.18,0.043,98.68,0.12,1.98,0
92.5,50.0,0,79.2,0.0,97.11,0.05,0.71,0
34.4,50.0,1132,86.3,0.111,98.27,0.19,1.14,1
73.9,69.9,374,52.3,0.079,98.73,0.13,0.41,1
39.7,66.7,688,74.55,0.062,97.69,0.08,1.24,0
36.9,50.0,0,48.56,0.038,99.76,0.0,0.0,0
38.0,61.3,1825,11.24,0.024,98.29,0.0,2.46,0
14.9,50.3,1354,20.86,0.036,99.35,0.0,1.55,0
72.3,82.8,1401,82.26,0.105,97.86,0.26,0.97,1
42.6,92.7,1100,28.53,0.073,97.73,0.21,1.4,1
32.1,76.7,1050,42.99,0.034,98.31,0.12,1.8,1
61.5,123.9,2102,81.42,0.095,98.68,0.26,3.01,1
94.4,95.8,898,11.23,0.026,98.18,0.02,0.09,1
14.8,81.1,385,68.84,0.06,98.03,0.12,0.43,0
20.4,50.0,605,74.97,0.0,96.5,0.06,0.68,0
14.5,87.7,781,65.73,0.046,97.71,0.17,0.54,1
93.7,70.2,1547,73.4,0.108,96.22,0.16,2.28,1
89.9,78.4,999,42.44,0.048,97.19,0.16,0.85,1
14.7,103.7,2441,78.39,0.051,97.28,0.19,2.51,1
86.6,50.0,0,38.42,0.0,97.26,0.0,0.39,0
24.4,94.0,1259,17.41,0.039,97.3,0.23,1.55,1
68.6,50.0,1753,75.9,0.0,98.88,0.15,2.42,1
71.6,67.3,877,70.05,0.145,96.56,0.07,0.93,1
19.4,59.7,2197,34.65,0.0,97.55,0.27,1.66,1
53.6,73.4,1831,60.63,0.086,97.11,0.19,2.04,1
64.6,50.0,21,11.24,0.0,97.06,0.07,0.0,0
37.1,73.9,200,50.49,0.0,100.0,0.06,0.77,0
77.8,128.1,709,36.12,0.168,98.0,0.1,0.0,1
54.6,94.6,1875,17.07,0.044,97.97,0.12,1.41,1
15.0,75.9,282,51.49,0.027,98.78,0.03,0.69,0
88.9,80.6,648,81.88,0.069,94.01,0.13,1.25,1
46.3,73.5,1881,42.86,0.06,98.51,0.1,3.2,0
21.5,111.2,1720,72.31,0.129,98.41,0.09,1.69,1
97.6,91.2,1139,88.19,0.058,97.48,0.15,1.51,1
53.2,85.0,934,44.16,0.061,97.21,0.12,0.73,1
17.3,84.5,0,34.36,0.098,98.57,0.04,0.0,0
41.1,50.0,0,31.06,0.014,99.5,0.06,0.53,0
49.0,55.1,2177,29.03,0.064,98.35,0.09,2.9,0
57.8,97.3,973,27.77,0.013,100.0,0.03,1.2,0
71.3,60.2,383,21.96,0.029,98.9,0.0,0.0,0
64.2,96.9,15,84.11,0.0,99.88,0.01,0.0,0
49.4,50.8,753,25.77,0.027,99.23,0.19,0.99,0
34.8,83.5,1776,52.72,0.079,99.8,0.15,2.25,1
80.4,61.0,1234,64.78,0.026,98.96,0.09,1.33,1
99.9,99.0,1223,77.9,0.067,98.03,0.14,1.11,1
67.4,58.7,901,45.13,0.0,97.28,0.0,0.65,0
91.9,56.9,795,69.35,0.056,98.22,0.08,1.33,1
10.5,50.0,0,59.15,0.0,98.21,0.2,0.48,0
77.1,81.9,756,40.64,0.114,97.42,0.15,1.61,1
33.9,57.2,779,76.73,0.0,98.63,0.07,0.78,0
82.0,61.5,166,78.66,0.002,99.21,0.09,0.0,0
80.2,70.9,1359,16.95,0.061,97.46,0.13,1.16,1
72.3,50.0,873,42.03,0.0,98.0,0.09,0.7,0
71.5,50.0,1916,75.49,0.065,98.81,0.08,2.08,1
78.6,57.0,1242,13.45,0.051,97.64,0.22,1.63,1
37.5,52.7,233,31.06,0.0,98.54,0.05,0.0,0
49.6,76.7,707,47.79,0.089,97.37,0.09,0.63,1
29.7,50.0,206,84.72,0.059,98.76,0.05,0.35,0
87.3,95.3,2371,42.76,0.085,98.0,0.14,2.5,1
23.0,83.7,1418,72.38,0.039,97.02,0.12,2.06,1
93.4,51.3,1185,14.59,0.066,97.28,0.16,0.86,1
45.2,50.0,2454,56.1,0.103,96.49,0.11,2.33,1
46.1,54.3,981,17.64,0.0,97.84,0.13,1.25,0
27.7,79.1,262,44.84,0.0,97.2,0.05,0.28,1
63.2,70.1,0,50.56,0.053,99.35,0.0,0.62,0
14.4,52.8,0,82.47,0.043,97.89,0.0,0.18,0
27.1,50.0,0,26.92,0.007,99.75,0.01,0.0,0
88.8,50.0,0,12.86,0.037,98.36,0.08,1.01,0
19.9,50.0,0,58.9,0.0,100.0,0.0,0.61,0
91.6,50.0,264,71.53,0.069,98.28,0.05,0.0,0
75.4,64.8,152,24.95,0.001,97.41,0.05,0.26,0
25.4,50.0,0,14.6,0.0,97.98,0.03,0.87,0
58.1,79.8,1702,52.76,0.046,98.57,0.18,1.97,1
95.7,50.0,703,36.92,0.013,98.38,0.0,0.44,0
68.0,86.7,789,65.93,0.029,99.8,0.05,0.72,0
21.8,52.3,80,50.19,0.0,99.19,0.05,0.0,0
67.5,50.3,1629,43.59,0.056,98.81,0.24,1.94,1
27.3,71.2,2112,68.63,0.137,95.97,0.13,2.55,1
